filename,arm_name,n,median,q1,q3,mean,std,min,max,iqr
PMID 34161051 a_Summary_SoE.pdf,Control Arm (Best supportive/best standard of care alone),1,28.0,28.0,28.0,28.0,,28.0,28.0,0.0
PMID 34161051 a_Summary_SoE.pdf,Investigational Arm (177Lu-PSMA-617 + BSoC),1,24.0,24.0,24.0,24.0,,24.0,24.0,0.0
PMID 34161051 a_Summary_SoE.pdf,Investigational Arm (177Lu-PSMA-617 plus best supportive/best standard of care),1,28.0,28.0,28.0,28.0,,28.0,28.0,0.0
PMID 34170389 CT_Summary_SoE.pdf,"Arm A (Higher Dose PEG-asparaginase, Standard/High-Risk)",1,76.0,76.0,76.0,76.0,,76.0,76.0,0.0
PMID 34170389 CT_Summary_SoE.pdf,Arm A: Higher Dose PEG-asparaginase (SR/HR),1,83.0,83.0,83.0,83.0,,83.0,83.0,0.0
PMID 34170389 CT_Summary_SoE.pdf,"Arm B (Conventional Dose PEG-asparaginase, Standard/High-Risk)",1,76.0,76.0,76.0,76.0,,76.0,76.0,0.0
PMID 34170389 CT_Summary_SoE.pdf,Arm B: Conventional Dose PEG-asparaginase (SR/HR),1,83.0,83.0,83.0,83.0,,83.0,83.0,0.0
PMID 34170389 CT_Summary_SoE.pdf,Low-Risk (LR),1,78.0,78.0,78.0,78.0,,78.0,78.0,0.0
PMID 34170389 CT_Summary_SoE.pdf,Standard/High-Risk (SR/HR),1,78.0,78.0,78.0,78.0,,78.0,78.0,0.0
PMID 34197181 a_Summary_SoE.pdf,Group 1 (AST + EBRT),3,48.0,47.5,49.0,48.333333333333336,1.5275252316519468,47.0,50.0,1.5
PMID 34197181 a_Summary_SoE.pdf,Group 2 (AST + EBRT + Docetaxel),3,53.0,53.0,53.5,53.333333333333336,0.5773502691896263,53.0,54.0,0.5
PMID 34219000 a_Summary_SoE.pdf,Arm A (Atezolizumab + Paclitaxel),3,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0
PMID 34219000 a_Summary_SoE.pdf,Arm B (Placebo + Paclitaxel),3,40.0,40.0,40.0,40.0,0.0,40.0,40.0,0.0
PMID 34237250 a_Summary_SoE.pdf,Arm A (Cabozantinib),2,16.0,16.0,16.0,16.0,0.0,16.0,16.0,0.0
PMID 34237250 a_Summary_SoE.pdf,Arm B (Placebo),2,16.0,16.0,16.0,16.0,0.0,16.0,16.0,0.0
PMID 34237250 a_Summary_SoE.pdf,Cabozantinib,1,16.0,16.0,16.0,16.0,,16.0,16.0,0.0
PMID 34237250 a_Summary_SoE.pdf,Placebo,1,16.0,16.0,16.0,16.0,,16.0,16.0,0.0
PMID 34246347 CT_Summary_SoE.pdf,Arm 1 (Ipatasertib + Abiraterone + Prednisone/Prednisolone),3,19.0,19.0,19.0,19.0,0.0,19.0,19.0,0.0
PMID 34246347 CT_Summary_SoE.pdf,Arm 2 (Placebo + Abiraterone + Prednisone/Prednisolone),3,19.0,19.0,19.0,19.0,0.0,19.0,19.0,0.0
PMID 34264305 a_Summary_SoE.pdf,Celecoxib,3,3.0,3.0,3.5,3.3333333333333335,0.5773502691896258,3.0,4.0,0.5
PMID 34264305 a_Summary_SoE.pdf,Placebo,3,3.0,3.0,3.5,3.3333333333333335,0.5773502691896258,3.0,4.0,0.5
PMID 34264316 a_Summary_SoE.pdf,Arm 1 (Nivolumab plus Ipilimumab),2,27.0,27.0,27.0,27.0,0.0,27.0,27.0,0.0
PMID 34264316 a_Summary_SoE.pdf,Arm 1: Nivolumab plus Ipilimumab,1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 34264316 a_Summary_SoE.pdf,Arm 2 (Nivolumab monotherapy),2,27.0,27.0,27.0,27.0,0.0,27.0,27.0,0.0
PMID 34264316 a_Summary_SoE.pdf,Arm 2: Nivolumab monotherapy,1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 34264503 CT_Summary_SoE.pdf,Arm A (FKB238 group),1,20.0,20.0,20.0,20.0,,20.0,20.0,0.0
PMID 34264503 CT_Summary_SoE.pdf,Arm A (FKB238),1,20.0,20.0,20.0,20.0,,20.0,20.0,0.0
PMID 34264503 CT_Summary_SoE.pdf,Arm B (Avastin group),1,20.0,20.0,20.0,20.0,,20.0,20.0,0.0
PMID 34264503 CT_Summary_SoE.pdf,Arm B (EU-Avastin),1,20.0,20.0,20.0,20.0,,20.0,20.0,0.0
PMID 34264503 CT_Summary_SoE.pdf,Avastin group (EU-Avastin + Paclitaxel + Carboplatin),1,20.0,20.0,20.0,20.0,,20.0,20.0,0.0
PMID 34264503 CT_Summary_SoE.pdf,FKB238 group (FKB238 + Paclitaxel + Carboplatin),1,20.0,20.0,20.0,20.0,,20.0,20.0,0.0
PMID 34309665 a_Summary_SoE.pdf,Experimental Arm (Bevacizumab + mFOLFOX-6/mOXXEL Sequential),1,47.0,47.0,47.0,47.0,,47.0,47.0,0.0
PMID 34309665 a_Summary_SoE.pdf,Experimental Arm (Bevacizumab 4 days before chemotherapy),1,48.0,48.0,48.0,48.0,,48.0,48.0,0.0
PMID 34309665 a_Summary_SoE.pdf,Experimental Arm (Sequential Bevacizumab + FOLFOX/OXXEL),1,51.0,51.0,51.0,51.0,,51.0,51.0,0.0
PMID 34309665 a_Summary_SoE.pdf,Standard Arm (Bevacizumab + FOLFOX/OXXEL),1,40.0,40.0,40.0,40.0,,40.0,40.0,0.0
PMID 34309665 a_Summary_SoE.pdf,Standard Arm (Bevacizumab + mFOLFOX-6/mOXXEL Concurrent),1,36.0,36.0,36.0,36.0,,36.0,36.0,0.0
PMID 34309665 a_Summary_SoE.pdf,Standard Arm (Concurrent Bevacizumab and chemotherapy),1,36.0,36.0,36.0,36.0,,36.0,36.0,0.0
PMID 34320285 a_Summary_SoE.pdf,Arm A (2 years Anastrozole),1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 34320285 a_Summary_SoE.pdf,Arm A (Anastrozole 2 years),2,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0
PMID 34320285 a_Summary_SoE.pdf,Arm B (5 years Anastrozole),1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 34320285 a_Summary_SoE.pdf,Arm B (Anastrozole 5 years),2,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0
PMID 34341578 CT_Summary_SoE.pdf,Arm A (Toripalimab + Chemotherapy),1,24.0,24.0,24.0,24.0,,24.0,24.0,0.0
PMID 34341578 CT_Summary_SoE.pdf,Arm A (Toripalimab + Gemcitabine/Cisplatin),1,24.0,24.0,24.0,24.0,,24.0,24.0,0.0
PMID 34341578 CT_Summary_SoE.pdf,Arm A (Toripalimab Injection (JS001) + Chemotherapy (Gemcitabine/Cisplatin)),1,24.0,24.0,24.0,24.0,,24.0,24.0,0.0
PMID 34341578 CT_Summary_SoE.pdf,Arm B (Placebo + Chemotherapy (Gemcitabine/Cisplatin)),1,24.0,24.0,24.0,24.0,,24.0,24.0,0.0
PMID 34341578 CT_Summary_SoE.pdf,Arm B (Placebo + Chemotherapy),1,24.0,24.0,24.0,24.0,,24.0,24.0,0.0
PMID 34341578 CT_Summary_SoE.pdf,Arm B (Placebo + Gemcitabine/Cisplatin),1,24.0,24.0,24.0,24.0,,24.0,24.0,0.0
PMID 34343033 a_Summary_SoE.pdf,Arm A (Avapritinib),3,11.0,11.0,11.5,11.333333333333334,0.5773502691896255,11.0,12.0,0.5
PMID 34343033 a_Summary_SoE.pdf,Arm B (Regorafenib),3,11.0,11.0,11.5,11.333333333333334,0.5773502691896255,11.0,12.0,0.5
PMID 34357781 a_Summary_SoE.pdf,Arm A (Entinostat + Exemestane),1,15.0,15.0,15.0,15.0,,15.0,15.0,0.0
PMID 34357781 a_Summary_SoE.pdf,Arm A (Exemestane + Entinostat),2,15.0,15.0,15.0,15.0,0.0,15.0,15.0,0.0
PMID 34357781 a_Summary_SoE.pdf,Arm B (Exemestane + Placebo),2,15.0,15.0,15.0,15.0,0.0,15.0,15.0,0.0
PMID 34357781 a_Summary_SoE.pdf,Arm B (Placebo + Exemestane),1,15.0,15.0,15.0,15.0,,15.0,15.0,0.0
PMID 34363762 CT_Summary_SoE.pdf,Arm A (Chemotherapy alone followed by observation),3,24.0,24.0,24.0,24.0,0.0,24.0,24.0,0.0
PMID 34363762 CT_Summary_SoE.pdf,Arm B (Chemotherapy alone followed by avelumab maintenance),3,36.0,35.0,36.0,35.333333333333336,1.154700538379251,34.0,36.0,1.0
PMID 34363762 CT_Summary_SoE.pdf,Arm C (Avelumab + Chemotherapy followed by avelumab maintenance),1,36.0,36.0,36.0,36.0,,36.0,36.0,0.0
PMID 34363762 CT_Summary_SoE.pdf,Arm C (Avelumab in combination with chemotherapy followed by avelumab maintenance),2,35.0,34.5,35.5,35.0,1.4142135623730951,34.0,36.0,1.0
PMID 34383006a_Summary_SoE.pdf,Arm A (Accelerated Hypofractionated IGRT),2,19.5,19.25,19.75,19.5,0.7071067811865476,19.0,20.0,0.5
PMID 34383006a_Summary_SoE.pdf,Arm A (Accelerated hypofractionated IGRT),1,19.0,19.0,19.0,19.0,,19.0,19.0,0.0
PMID 34383006a_Summary_SoE.pdf,Arm B (Conventional Radiation),2,34.5,34.25,34.75,34.5,0.7071067811865476,34.0,35.0,0.5
PMID 34383006a_Summary_SoE.pdf,Arm B (Conventional radiation),1,34.0,34.0,34.0,34.0,,34.0,34.0,0.0
PMID 34407342 a_Summary_SoE.pdf,Arm A (Pembrolizumab),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 34407342 a_Summary_SoE.pdf,Arm B (Placebo),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 34407342 a_Summary_SoE.pdf,Pembrolizumab (MK-3475),1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 34407342 a_Summary_SoE.pdf,Pembrolizumab 200 mg Q3W,1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 34407342 a_Summary_SoE.pdf,Placebo,1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 34407342 a_Summary_SoE.pdf,Placebo Q3W,1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 34407542 a_Summary_SoE.pdf,Asciminib 40 mg twice daily,3,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0
PMID 34407542 a_Summary_SoE.pdf,Bosutinib 500 mg once daily,3,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0
PMID 34418665 CT_Summary_SoE.pdf,Arm A (Cetuximab + Cisplatin + 5-FU),3,77.0,65.0,77.5,69.33333333333333,14.153915830374762,53.0,78.0,12.5
PMID 34418665 CT_Summary_SoE.pdf,Arm B (Cisplatin + 5-FU),3,36.0,24.5,36.5,28.666666666666668,13.576941236277534,13.0,37.0,12.0
PMID 34454674 a_Summary_SoE.pdf,Arm 1 (Pembrolizumab + Cisplatin + 5-FU),3,36.0,27.0,36.0,30.0,10.392304845413264,18.0,36.0,9.0
PMID 34454674 a_Summary_SoE.pdf,Arm 2 (Placebo + Cisplatin + 5-FU),3,36.0,27.0,36.0,30.0,10.392304845413264,18.0,36.0,9.0
PMID 34459214 CT_Summary_SoE.pdf,Degarelix (GnRH Receptor Antagonist),3,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0
PMID 34459214 CT_Summary_SoE.pdf,Leuprolide (GnRH Receptor Agonist),3,13.0,13.0,13.0,13.0,0.0,13.0,13.0,0.0
PMID 34534429 a_Summary_SoE.pdf,Arm 1 (Pembrolizumab + Chemotherapy),3,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0
PMID 34534429 a_Summary_SoE.pdf,Arm 2 (Placebo + Chemotherapy),3,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0
PMID 34600602 a_Summary_SoE.pdf,Arm A (Apalutamide + AAP),2,17.0,17.0,17.0,17.0,0.0,17.0,17.0,0.0
PMID 34600602 a_Summary_SoE.pdf,Arm A (Apalutamide + Abiraterone Acetate + Prednisone),1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 34600602 a_Summary_SoE.pdf,Arm B (Placebo + AAP),2,17.0,17.0,17.0,17.0,0.0,17.0,17.0,0.0
PMID 34600602 a_Summary_SoE.pdf,Arm B (Placebo + Abiraterone Acetate + Prednisone),1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 34652968 a_Summary_SoE.pdf,Regimen A (VDC1200/IE),3,67.0,67.0,91.0,83.0,27.712812921102035,67.0,115.0,24.0
PMID 34652968 a_Summary_SoE.pdf,Regimen B (VTC250/IE/VDC1200),3,84.0,81.5,105.5,96.66666666666667,26.38812864401971,79.0,127.0,24.0
PMID 34661177 CT_Summary_SoE.pdf,Arm 1 (Pembrolizumab + Carboplatin + Paclitaxel/nab-Paclitaxel),1,26.0,26.0,26.0,26.0,,26.0,26.0,0.0
PMID 34661177 CT_Summary_SoE.pdf,Arm 1 (Pembrolizumab + Carboplatin + Paclitaxel/nab-paclitaxel),1,26.0,26.0,26.0,26.0,,26.0,26.0,0.0
PMID 34661177 CT_Summary_SoE.pdf,Arm 1 (Pembrolizumab + Chemotherapy),1,26.0,26.0,26.0,26.0,,26.0,26.0,0.0
PMID 34661177 CT_Summary_SoE.pdf,Arm 2 (Placebo + Chemotherapy),1,26.0,26.0,26.0,26.0,,26.0,26.0,0.0
PMID 34661177 CT_Summary_SoE.pdf,Arm 2 (Saline Placebo + Carboplatin + Paclitaxel/nab-Paclitaxel),1,26.0,26.0,26.0,26.0,,26.0,26.0,0.0
PMID 34661177 CT_Summary_SoE.pdf,Arm 2 (Saline Placebo + Carboplatin + Paclitaxel/nab-paclitaxel),1,26.0,26.0,26.0,26.0,,26.0,26.0,0.0
PMID 34808255 CT_Summary_SoE.pdf,Arm 1 (Control),2,36.0,36.0,36.0,36.0,0.0,36.0,36.0,0.0
PMID 34808255 CT_Summary_SoE.pdf,Arm 1 (Placebo Control),1,36.0,36.0,36.0,36.0,,36.0,36.0,0.0
PMID 34808255 CT_Summary_SoE.pdf,Arm 2 (Gabapentin),3,36.0,36.0,36.0,36.0,0.0,36.0,36.0,0.0
PMID 34855460 a_Summary_SoE.pdf,Arm A (CD34 Selected PBSC),1,22.0,22.0,22.0,22.0,,22.0,22.0,0.0
PMID 34855460 a_Summary_SoE.pdf,Arm A (CD34 selected T-cell depleted PBSC graft),2,20.0,17.5,22.5,20.0,7.0710678118654755,15.0,25.0,5.0
PMID 34855460 a_Summary_SoE.pdf,Arm B (BM/PTCy),1,22.0,22.0,22.0,22.0,,22.0,22.0,0.0
PMID 34855460 a_Summary_SoE.pdf,Arm B (Unmanipulated BM graft + PTCy),1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 34855460 a_Summary_SoE.pdf,Arm B (Unmanipulated BM graft + Post-transplant Cyclophosphamide),1,25.0,25.0,25.0,25.0,,25.0,25.0,0.0
PMID 34855460 a_Summary_SoE.pdf,Arm C (Control - BM/Tac/Mtx),1,24.0,24.0,24.0,24.0,,24.0,24.0,0.0
PMID 34855460 a_Summary_SoE.pdf,Arm C (Unmanipulated BM graft + Tac/Mtx),1,19.0,19.0,19.0,19.0,,19.0,19.0,0.0
PMID 34855460 a_Summary_SoE.pdf,Arm C (Unmanipulated BM graft + Tacrolimus/Methotrexate),1,25.0,25.0,25.0,25.0,,25.0,25.0,0.0
PMID 34874182 a_Summary_SoE.pdf,Arm A (Palbociclib + Endocrine Therapy),3,0.0,0.0,7.0,4.666666666666667,8.082903768654761,0.0,14.0,7.0
PMID 34874182 a_Summary_SoE.pdf,Arm B (Endocrine Therapy alone),3,0.0,0.0,0.5,0.3333333333333333,0.5773502691896258,0.0,1.0,0.5
PMID 34882169 a_Summary_SoE.pdf,Armodafinil 150mg,3,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0
PMID 34882169 a_Summary_SoE.pdf,Armodafinil 250mg,3,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0
PMID 34882169 a_Summary_SoE.pdf,Placebo,3,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0
PMID 34890060 CT_Summary_SoE.pdf,Arm 1 (Pre- and During-consultation Decision Aids),2,1.5,1.25,1.75,1.5,0.7071067811865476,1.0,2.0,0.5
PMID 34890060 CT_Summary_SoE.pdf,Arm 2 (Pre-consultation Decision Aid only),2,1.5,1.25,1.75,1.5,0.7071067811865476,1.0,2.0,0.5
PMID 34890060 CT_Summary_SoE.pdf,Arm 3 (During-consultation Decision Aid only),2,1.5,1.25,1.75,1.5,0.7071067811865476,1.0,2.0,0.5
PMID 34890060 CT_Summary_SoE.pdf,Arm 4 (Usual Care),2,1.5,1.25,1.75,1.5,0.7071067811865476,1.0,2.0,0.5
PMID 34890060 CT_Summary_SoE.pdf,Arm A (Pre- and During-consultation Decision Aids),1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 34890060 CT_Summary_SoE.pdf,Arm B (Pre-consultation Decision Aid only),1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 34890060 CT_Summary_SoE.pdf,Arm C (During-consultation Decision Aid only),1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 34890060 CT_Summary_SoE.pdf,Arm D (Usual Care),1,2.0,2.0,2.0,2.0,,2.0,2.0,0.0
PMID 34890214 a_Summary_SoE.pdf,Arm 1 (Trastuzumab + Pertuzumab + Taxane),3,26.0,26.0,26.5,26.333333333333332,0.5773502691896255,26.0,27.0,0.5
PMID 34890214 a_Summary_SoE.pdf,Arm 2 (Trastuzumab Emtansine + Pertuzumab),3,18.0,18.0,18.5,18.333333333333332,0.5773502691896255,18.0,19.0,0.5
PMID 34891224 a_Summary_SoE.pdf,Axicabtagene Ciloleucel,3,17.0,16.5,17.0,16.666666666666668,0.5773502691896263,16.0,17.0,0.5
PMID 34891224 a_Summary_SoE.pdf,Standard of Care (SOC),1,41.0,41.0,41.0,41.0,,41.0,41.0,0.0
PMID 34891224 a_Summary_SoE.pdf,Standard of Care (SOC) Chemotherapy,1,28.0,28.0,28.0,28.0,,28.0,28.0,0.0
PMID 34891224 a_Summary_SoE.pdf,"Standard of Care (SOC) therapy (R-ICE, R-DHAP, R-ESHAP, or R-GDP)",1,37.0,37.0,37.0,37.0,,37.0,37.0,0.0
PMID 34914339 a_Summary_SoE.pdf,Arm 1 (Chemotherapy followed by Endocrine Therapy),1,13.0,13.0,13.0,13.0,,13.0,13.0,0.0
PMID 34914339 a_Summary_SoE.pdf,Arm 1 (Chemotherapy plus Endocrine Therapy),2,9.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0
PMID 34914339 a_Summary_SoE.pdf,Arm 2 (Endocrine Therapy Alone),2,6.5,5.75,7.25,6.5,2.1213203435596424,5.0,8.0,1.5
PMID 34914339 a_Summary_SoE.pdf,Arm 2 (Endocrine Therapy alone),1,5.0,5.0,5.0,5.0,,5.0,5.0,0.0
PMID 34914889 a_Summary_SoE.pdf,Arm A (Nivolumab),1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 34914889 a_Summary_SoE.pdf,Arm B (Sorafenib),1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 34914889 a_Summary_SoE.pdf,Nivolumab,1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 34914889 a_Summary_SoE.pdf,Nivolumab (240 mg IV every 2 weeks),1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 34914889 a_Summary_SoE.pdf,Sorafenib,1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 34914889 a_Summary_SoE.pdf,Sorafenib (400 mg PO BID),1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 34967844 a_Summary_SoE.pdf,Arm A (GnRHa + Chemotherapy),1,17.0,17.0,17.0,17.0,,17.0,17.0,0.0
PMID 34967844 a_Summary_SoE.pdf,Arm B (Conventional Chemotherapy),1,10.0,10.0,10.0,10.0,,10.0,10.0,0.0
PMID 34967844 a_Summary_SoE.pdf,Control Group (Conventional Chemotherapy),2,9.0,8.5,9.5,9.0,1.4142135623730951,8.0,10.0,1.0
PMID 34967844 a_Summary_SoE.pdf,Intervention Group (GnRHa + Chemotherapy),2,15.0,14.5,15.5,15.0,1.4142135623730951,14.0,16.0,1.0
PMID 34997889 CT_Summary_SoE.pdf,Carboplatin Arm,1,32.0,32.0,32.0,32.0,,32.0,32.0,0.0
PMID 34997889 CT_Summary_SoE.pdf,"Carboplatin Arm (Carboplatin, Etoposide, Vincristine)",2,33.5,33.25,33.75,33.5,0.7071067811865476,33.0,34.0,0.5
PMID 34997889 CT_Summary_SoE.pdf,Cyclophosphamide Arm,1,32.0,32.0,32.0,32.0,,32.0,32.0,0.0
PMID 34997889 CT_Summary_SoE.pdf,"Cyclophosphamide Arm (Cyclophosphamide, Etoposide, Vincristine)",2,33.5,33.25,33.75,33.5,0.7071067811865476,33.0,34.0,0.5
PMID 35007153 a_Summary_SoE.pdf,Regimen I (Paclitaxel plus Carboplatin),3,20.0,14.0,20.5,16.333333333333332,7.234178138070235,8.0,21.0,6.5
PMID 35007153 a_Summary_SoE.pdf,"Regimen II (Ifosfamide, Mesna, and Paclitaxel with G-CSF)",1,26.0,26.0,26.0,26.0,,26.0,26.0,0.0
PMID 35007153 a_Summary_SoE.pdf,"Regimen II (Ifosfamide, Mesna, and Paclitaxel)",2,32.5,32.25,32.75,32.5,0.7071067811865476,32.0,33.0,0.5
PMID 35013615 CT_Summary_SoE.pdf,Arm A (Atezolizumab + Enzalutamide),2,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0
PMID 35013615 CT_Summary_SoE.pdf,Arm A (Atezolizumab in combination with Enzalutamide),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 35013615 CT_Summary_SoE.pdf,Arm B (Enzalutamide Alone),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 35013615 CT_Summary_SoE.pdf,Arm B (Enzalutamide alone),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 35013615 CT_Summary_SoE.pdf,Arm B (Enzalutamide),1,18.0,18.0,18.0,18.0,,18.0,18.0,0.0
PMID 35030011 a_Summary_SoE.pdf,Arm 1 (PDR001 + Dabrafenib + Trametinib),1,16.0,16.0,16.0,16.0,,16.0,16.0,0.0
PMID 35030011 a_Summary_SoE.pdf,Arm 1 (PDR001 + dabrafenib + trametinib),2,16.0,16.0,16.0,16.0,0.0,16.0,16.0,0.0
PMID 35030011 a_Summary_SoE.pdf,Arm 2 (Placebo + Dabrafenib + Trametinib),1,16.0,16.0,16.0,16.0,,16.0,16.0,0.0
PMID 35030011 a_Summary_SoE.pdf,Arm 2 (Placebo + dabrafenib + trametinib),2,16.0,16.0,16.0,16.0,0.0,16.0,16.0,0.0
PMID 35032434 a_Summary_SoE.pdf,Arm A (Melflufen + Dexamethasone),3,53.0,36.5,53.0,42.0,19.05255888325765,20.0,53.0,16.5
PMID 35032434 a_Summary_SoE.pdf,Arm B (Pomalidomide + Dexamethasone),3,53.0,36.5,53.0,42.0,19.05255888325765,20.0,53.0,16.5
PMID 35038433 CT_Summary_SoE.pdf,"Arm 1 (Radiation, Paclitaxel, Carboplatin, Trastuzumab + Maintenance Trastuzumab)",1,42.0,42.0,42.0,42.0,,42.0,42.0,0.0
PMID 35038433 CT_Summary_SoE.pdf,Arm 1 (Trastuzumab + Chemoradiation + Surgery + Maintenance Trastuzumab),1,46.0,46.0,46.0,46.0,,46.0,46.0,0.0
PMID 35038433 CT_Summary_SoE.pdf,Arm 1 (Trastuzumab + Trimodality),1,43.0,43.0,43.0,43.0,,43.0,43.0,0.0
PMID 35038433 CT_Summary_SoE.pdf,Arm 2 (Chemoradiation + Surgery),1,33.0,33.0,33.0,33.0,,33.0,33.0,0.0
PMID 35038433 CT_Summary_SoE.pdf,"Arm 2 (Radiation, Paclitaxel, Carboplatin)",1,33.0,33.0,33.0,33.0,,33.0,33.0,0.0
PMID 35038433 CT_Summary_SoE.pdf,Arm 2 (Trimodality Control),1,32.0,32.0,32.0,32.0,,32.0,32.0,0.0
PMID 35045221 a_Summary_SoE.pdf,Arm A (Lenvatinib + Pembrolizumab),3,23.0,21.5,24.5,23.0,3.0,20.0,26.0,3.0
PMID 35045221 a_Summary_SoE.pdf,Arm B (TPC - Paclitaxel Option),1,46.0,46.0,46.0,46.0,,46.0,46.0,0.0
PMID 35045221 a_Summary_SoE.pdf,Arm B (TPC - Paclitaxel),2,43.0,41.5,44.5,43.0,4.242640687119285,40.0,46.0,3.0
PMID 35108470 a_Summary_SoE.pdf,Arm A (Nivolumab + Ipilimumab),1,27.0,27.0,27.0,27.0,,27.0,27.0,0.0
PMID 35108470 a_Summary_SoE.pdf,Arm A (Nivolumab plus Ipilimumab),2,27.0,27.0,27.0,27.0,0.0,27.0,27.0,0.0
PMID 35108470 a_Summary_SoE.pdf,Arm B (Nivolumab + Fluorouracil + Cisplatin),1,79.0,79.0,79.0,79.0,,79.0,79.0,0.0
PMID 35108470 a_Summary_SoE.pdf,Arm B (Nivolumab plus Fluorouracil and Cisplatin),2,79.0,79.0,79.0,79.0,0.0,79.0,79.0,0.0
PMID 35108470 a_Summary_SoE.pdf,Arm C (Fluorouracil + Cisplatin),1,66.0,66.0,66.0,66.0,,66.0,66.0,0.0
PMID 35108470 a_Summary_SoE.pdf,Arm C (Fluorouracil and Cisplatin),1,74.0,74.0,74.0,74.0,,74.0,74.0,0.0
PMID 35108470 a_Summary_SoE.pdf,Arm C (Fluorouracil plus Cisplatin),1,66.0,66.0,66.0,66.0,,66.0,66.0,0.0
PMID 35142815 a_Summary_SoE.pdf,Arm A (DCVAC/PCa + Standard of Care),3,24.0,24.0,24.0,24.0,0.0,24.0,24.0,0.0
PMID 35142815 a_Summary_SoE.pdf,Arm B (Placebo + Standard of Care),3,24.0,24.0,24.0,24.0,0.0,24.0,24.0,0.0
PMID 35179323 a_Summary_SoE.pdf,Arm A (Darolutamide + ADT + Docetaxel),2,10.5,9.75,11.25,10.5,2.1213203435596424,9.0,12.0,1.5
PMID 35179323 a_Summary_SoE.pdf,Arm B (Placebo + ADT + Docetaxel),2,10.5,9.75,11.25,10.5,2.1213203435596424,9.0,12.0,1.5
PMID 35179323 a_Summary_SoE.pdf,Darolutamide + ADT + Docetaxel,1,9.0,9.0,9.0,9.0,,9.0,9.0,0.0
PMID 35179323 a_Summary_SoE.pdf,Placebo + ADT + Docetaxel,1,9.0,9.0,9.0,9.0,,9.0,9.0,0.0
PMID 35192411 a_Summary_SoE.pdf,Arm A (Selumetinib + RAI),2,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0
PMID 35192411 a_Summary_SoE.pdf,Arm B (Placebo + RAI),2,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0
PMID 35192411 a_Summary_SoE.pdf,Placebo + RAI,1,9.0,9.0,9.0,9.0,,9.0,9.0,0.0
PMID 35192411 a_Summary_SoE.pdf,Selumetinib + RAI,1,9.0,9.0,9.0,9.0,,9.0,9.0,0.0
PMID 35213496 CT_Summary_SoE.pdf,Group DB (Deep Neuromuscular block),3,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0
PMID 35213496 CT_Summary_SoE.pdf,Group MB (Moderate Neuromuscular block),3,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0
PMID 35240074a_Summary_SoE.pdf,Arm A (Avatrombopag 60 mg),1,57.0,57.0,57.0,57.0,,57.0,57.0,0.0
PMID 35240074a_Summary_SoE.pdf,Arm A (Avatrombopag),1,55.0,55.0,55.0,55.0,,55.0,55.0,0.0
PMID 35240074a_Summary_SoE.pdf,Arm B (Matching Placebo),1,57.0,57.0,57.0,57.0,,57.0,57.0,0.0
