filename,intervention_type,pos_idx,core_treatment_screening,core_treatment_1_month,core_treatment_3_months,core_treatment_6_months,core_treatment_9_months,core_treatment_12_months,imaging_diagnostics_screening,imaging_diagnostics_1_month,imaging_diagnostics_3_months,imaging_diagnostics_6_months,imaging_diagnostics_9_months,imaging_diagnostics_12_months,labs_screening,labs_1_month,labs_3_months,labs_6_months,labs_9_months,labs_12_months,clinic_visits_screening,clinic_visits_1_month,clinic_visits_3_months,clinic_visits_6_months,clinic_visits_9_months,clinic_visits_12_months,total_screening,total_1_month,total_3_months,total_6_months,total_9_months,total_12_months,n_runs,sponsor_binary,disease_site,treatment_modality,start_year,pct_core_treatment,pct_imaging_diagnostics,pct_labs,pct_clinic_visits,pct_research
PMID 34383006a_Summary_SoE.pdf,intervention,0,0.0,15.0,15.0,15.0,15.0,15.0,1.0,0.5,0.5,1.5,2.0,2.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.5,2.5,15.5,16.5,17.5,18.5,19.5,2,Non-Industry,Thor,Radiation,2012,76.92307692307693,12.82051282051282,2.564102564102564,7.6923076923076925,15.384615384615383
PMID 34407342 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,9.0,13.0,17.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,13.0,17.5,2,Industry,GU,Immunotherapy,2017,97.14285714285714,0.0,2.857142857142857,0.0,2.857142857142857
PMID 34407342 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.0,13.0,17.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,13.0,17.5,2,Industry,GU,Immunotherapy,2017,97.14285714285714,0.0,2.857142857142857,0.0,2.857142857142857
PMID 34407542 a_Summary_SoE.pdf,control,0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.5,2.0,6.0,9.5,12.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,11.0,14.0,18.0,2,Industry,Heme,Other,2016,5.555555555555555,5.555555555555555,88.88888888888889,0.0,94.44444444444444
PMID 34407542 a_Summary_SoE.pdf,intervention,0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.5,2.0,6.0,9.5,12.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,11.0,14.0,18.0,2,Industry,Heme,Other,2016,5.555555555555555,5.555555555555555,88.88888888888889,0.0,94.44444444444444
PMID 34418665 CT_Summary_SoE.pdf,control,0,0.0,10.0,25.0,30.0,30.0,30.0,1.0,0.0,0.0,1.5,3.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,10.0,25.0,32.0,34.0,36.5,2,Industry,HN,Targeted Therapy,2015,82.1917808219178,15.068493150684931,0.0,2.73972602739726,15.068493150684931
PMID 34418665 CT_Summary_SoE.pdf,intervention,0,0.0,13.0,33.0,50.0,63.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,13.0,33.0,50.0,63.0,77.5,2,Industry,HN,Targeted Therapy,2015,99.35483870967742,0.0,0.0,0.6451612903225806,0.0
PMID 34454674 a_Summary_SoE.pdf,control,0,0.0,3.0,7.5,13.5,19.5,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,13.5,19.5,27.0,2,Industry,GI,Immunotherapy,2017,100.0,0.0,0.0,0.0,0.0
PMID 34454674 a_Summary_SoE.pdf,intervention,0,0.0,3.0,7.5,13.5,19.5,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.5,13.5,19.5,27.0,2,Industry,GI,Immunotherapy,2017,100.0,0.0,0.0,0.0,0.0
PMID 34459214 CT_Summary_SoE.pdf,control,0,0.0,1.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,7.0,1.0,2.0,4.0,7.0,10.0,13.0,2,Industry,GU,Endocrine,2016,30.76923076923077,15.384615384615385,0.0,53.84615384615385,15.384615384615385
PMID 34459214 CT_Summary_SoE.pdf,intervention,0,0.0,2.0,4.0,7.0,10.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,7.0,10.0,13.0,2,Industry,GU,Endocrine,2016,92.3076923076923,7.6923076923076925,0.0,0.0,7.6923076923076925
PMID 34534429 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,13.0,18.0,2,Industry,GYN,Immunotherapy,2018,100.0,0.0,0.0,0.0,0.0
PMID 34534429 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,13.0,18.0,2,Industry,GYN,Immunotherapy,2018,100.0,0.0,0.0,0.0,0.0
PMID 34600602 a_Summary_SoE.pdf,control,0,0.0,2.0,4.0,7.0,10.0,14.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,10.0,13.0,17.0,2,Industry,GU,Endocrine,2014,82.35294117647058,0.0,17.647058823529413,0.0,17.647058823529413
PMID 34600602 a_Summary_SoE.pdf,intervention,0,0.0,2.0,4.0,7.0,10.0,14.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,10.0,13.0,17.0,2,Industry,GU,Endocrine,2014,82.35294117647058,0.0,17.647058823529413,0.0,17.647058823529413
PMID 34652968 a_Summary_SoE.pdf,control,0,0.5,10.0,25.0,45.5,64.5,64.5,1.0,0.0,1.5,1.5,2.5,3.0,1.0,2.5,7.5,14.0,22.5,22.5,0.0,0.0,0.0,0.5,0.5,1.0,2.5,12.5,34.0,61.5,90.0,91.0,2,Non-Industry,Other,Chemotherapy,2010,70.87912087912088,3.296703296703297,24.725274725274726,1.098901098901099,28.021978021978022
PMID 34652968 a_Summary_SoE.pdf,intervention,0,0.5,13.0,29.0,56.0,80.5,80.5,1.0,0.0,1.5,1.5,2.5,3.0,1.0,2.5,7.0,13.5,21.0,21.0,0.0,0.0,0.0,0.5,0.5,1.0,2.5,15.5,37.5,71.5,104.5,105.5,2,Non-Industry,Other,Chemotherapy,2010,76.30331753554502,2.843601895734597,19.90521327014218,0.9478672985781991,22.748815165876778
PMID 34661177 CT_Summary_SoE.pdf,control,0,0.0,5.0,13.0,17.0,21.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,13.0,17.0,21.0,26.0,2,Industry,Thor,Immunotherapy,2017,100.0,0.0,0.0,0.0,0.0
PMID 34661177 CT_Summary_SoE.pdf,intervention,0,0.0,5.0,13.0,17.0,21.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,13.0,17.0,21.0,26.0,2,Industry,Thor,Immunotherapy,2017,100.0,0.0,0.0,0.0,0.0
PMID 34808255 CT_Summary_SoE.pdf,control,0,0.0,22.0,35.0,35.0,35.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.5,22.0,35.5,36.0,36.0,36.0,2,Industry,HN,Other,2017,97.22222222222221,0.0,0.0,2.7777777777777777,0.0
PMID 34808255 CT_Summary_SoE.pdf,intervention,0,0.0,22.0,35.0,35.0,35.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.5,22.0,35.5,36.0,36.0,36.0,2,Industry,HN,Other,2017,97.22222222222221,0.0,0.0,2.7777777777777777,0.0
PMID 34855460 a_Summary_SoE.pdf,control,0,0.0,8.0,8.0,8.0,8.0,8.0,1.0,0.0,0.0,0.5,1.0,1.5,1.0,3.5,9.0,11.0,11.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.5,17.0,19.5,20.5,21.5,2,Industry,Heme,Chemotherapy,2015,37.2093023255814,6.976744186046512,55.81395348837209,0.0,62.7906976744186
PMID 34855460 a_Summary_SoE.pdf,intervention,0,0.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,0.5,1.0,1.5,1.0,3.0,9.0,11.0,11.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,14.0,16.5,17.5,18.5,2,Industry,Heme,Chemotherapy,2015,27.027027027027028,8.108108108108109,64.86486486486487,0.0,72.97297297297298
PMID 34855460 a_Summary_SoE.pdf,intervention,1,0.0,6.0,6.0,6.0,6.0,6.0,1.0,0.0,0.0,0.5,1.0,1.5,1.0,3.5,9.0,11.0,11.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.5,15.0,17.5,18.5,19.5,2,Industry,Heme,Chemotherapy,2015,30.76923076923077,7.6923076923076925,61.53846153846154,0.0,69.23076923076923
PMID 34874182 a_Summary_SoE.pdf,control,0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2,Industry,Breast,Targeted Therapy,2015,100.0,0.0,0.0,0.0,0.0
PMID 34874182 a_Summary_SoE.pdf,intervention,0,0.0,1.0,2.0,3.5,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,2.0,3.5,5.0,7.0,2,Industry,Breast,Targeted Therapy,2015,100.0,0.0,0.0,0.0,0.0
PMID 34882169 a_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,Non-Industry,CNS,Other,2013,0.0,0.0,0.0,100.0,0.0
PMID 34882169 a_Summary_SoE.pdf,intervention,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,Non-Industry,CNS,Other,2013,0.0,0.0,0.0,100.0,0.0
PMID 34882169 a_Summary_SoE.pdf,intervention,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,Non-Industry,CNS,Other,2013,0.0,0.0,0.0,100.0,0.0
PMID 34890060 CT_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2,Non-Industry,GU,Other,2017,0.0,0.0,0.0,100.0,0.0
PMID 34890060 CT_Summary_SoE.pdf,intervention,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2,Non-Industry,GU,Other,2017,0.0,0.0,0.0,100.0,0.0
PMID 34890060 CT_Summary_SoE.pdf,intervention,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2,Non-Industry,GU,Other,2017,0.0,0.0,0.0,100.0,0.0
PMID 34890060 CT_Summary_SoE.pdf,intervention,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2,Non-Industry,GU,Other,2017,0.0,0.0,0.0,100.0,0.0
PMID 34890214 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,17.0,21.0,26.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,5.5,17.5,21.5,26.5,2,Industry,Breast,Targeted Therapy,2014,98.11320754716981,1.8867924528301887,0.0,0.0,1.8867924528301887
PMID 34890214 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,5.5,9.5,13.5,18.5,2,Industry,Breast,Targeted Therapy,2014,97.2972972972973,2.7027027027027026,0.0,0.0,2.7027027027027026
PMID 34891224 a_Summary_SoE.pdf,control,0,0.0,6.0,34.0,34.0,34.0,34.0,1.0,0.0,1.0,3.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,35.0,37.0,38.0,39.0,2,Industry,Heme,Targeted Therapy,2018,87.17948717948718,12.82051282051282,0.0,0.0,12.82051282051282
PMID 34891224 a_Summary_SoE.pdf,intervention,0,0.0,8.5,8.5,8.5,8.5,8.5,1.0,0.0,1.0,3.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,3.5,3.5,3.5,2.0,12.0,13.0,15.0,16.0,17.0,2,Industry,Heme,Targeted Therapy,2018,50.0,29.411764705882355,0.0,20.588235294117645,29.411764705882355
PMID 34914339 a_Summary_SoE.pdf,control,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.5,2.5,3.5,4.5,4.5,3.0,2.5,3.5,4.5,5.5,6.5,2,Industry,Breast,Endocrine,2011,0.0,23.076923076923077,7.6923076923076925,69.23076923076923,30.76923076923077
PMID 34914339 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,7.0,7.0,7.0,1.0,0.5,0.5,0.5,0.5,1.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.0,2.0,2.0,3.0,3.5,6.5,9.0,10.0,11.0,2,Industry,Breast,Endocrine,2011,63.63636363636363,13.636363636363635,4.545454545454546,18.181818181818183,18.18181818181818
PMID 34914889 a_Summary_SoE.pdf,control,0,0.0,1.5,3.5,6.5,10.0,13.5,1.0,0.0,0.5,1.5,2.0,3.0,1.0,1.5,3.0,5.0,8.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,13.0,20.0,27.0,2,Industry,GI,Immunotherapy,2015,50.0,11.11111111111111,38.88888888888889,0.0,50.0
PMID 34914889 a_Summary_SoE.pdf,intervention,0,0.0,3.0,7.0,13.0,20.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,13.0,20.0,27.0,2,Industry,GI,Immunotherapy,2015,100.0,0.0,0.0,0.0,0.0
PMID 34967844 a_Summary_SoE.pdf,control,0,0.0,2.0,5.0,6.0,6.0,6.0,0.5,0.0,0.5,1.0,2.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.5,7.0,8.0,9.0,2,Non-Industry,Breast,Other,2015,66.66666666666666,33.33333333333333,0.0,0.0,33.33333333333333
PMID 34967844 a_Summary_SoE.pdf,intervention,0,1.0,3.0,8.0,12.0,12.0,12.0,0.5,0.0,0.5,1.0,2.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.5,13.0,14.0,15.0,2,Non-Industry,Breast,Other,2015,80.0,20.0,0.0,0.0,20.0
PMID 34997889 CT_Summary_SoE.pdf,intervention,0,0.0,6.0,20.0,30.0,30.0,30.0,1.5,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5,6.0,21.0,32.0,32.5,32.5,2,Non-Industry,CNS,Chemotherapy,2005,92.3076923076923,6.153846153846154,0.0,1.5384615384615385,6.153846153846154
PMID 34997889 CT_Summary_SoE.pdf,intervention,1,0.0,6.0,20.0,30.0,30.0,30.0,1.5,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5,6.0,21.0,32.0,32.5,32.5,2,Non-Industry,CNS,Chemotherapy,2005,92.3076923076923,6.153846153846154,0.0,1.5384615384615385,6.153846153846154
PMID 35007153 a_Summary_SoE.pdf,control,0,0.0,7.0,17.5,21.0,21.0,21.0,1.0,0.0,0.0,0.5,1.5,2.5,0.5,1.5,4.0,6.0,6.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,8.5,21.5,27.5,28.5,29.5,2,Non-Industry,GYN,Chemotherapy,2009,71.1864406779661,8.47457627118644,20.33898305084746,0.0,28.8135593220339
PMID 35007153 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,6.0,6.0,6.0,1.0,0.0,0.0,0.5,1.5,2.5,0.5,1.5,4.0,6.0,6.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,3.5,9.0,12.5,13.5,14.5,2,Non-Industry,GYN,Chemotherapy,2009,41.37931034482759,17.24137931034483,41.37931034482759,0.0,58.62068965517241
PMID 35013615 CT_Summary_SoE.pdf,control,0,0.0,1.0,2.5,4.5,6.5,9.0,1.0,0.0,0.5,1.5,2.5,4.0,1.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,13.0,18.0,2,Industry,GU,Immunotherapy,2017,50.0,22.22222222222222,27.77777777777778,0.0,50.0
PMID 35013615 CT_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,13.0,18.0,2,Industry,GU,Immunotherapy,2017,100.0,0.0,0.0,0.0,0.0
PMID 35030011 a_Summary_SoE.pdf,control,0,0.0,2.0,4.0,7.0,10.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,6.0,9.0,12.0,16.0,2,Industry,Skin,Targeted Therapy,2017,87.5,0.0,12.5,0.0,12.5
PMID 35030011 a_Summary_SoE.pdf,intervention,0,0.0,2.0,4.0,7.0,10.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,6.0,9.0,12.0,16.0,2,Industry,Skin,Targeted Therapy,2017,87.5,0.0,12.5,0.0,12.5
PMID 35032434 a_Summary_SoE.pdf,control,0,0.0,1.0,2.0,3.5,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,4.0,9.5,16.0,22.5,29.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,11.5,19.5,27.5,36.5,2,Industry,Heme,Targeted Therapy,2017,19.17808219178082,0.0,80.82191780821918,0.0,80.82191780821918
PMID 35032434 a_Summary_SoE.pdf,intervention,0,0.0,2.0,4.0,7.0,10.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,7.5,12.5,17.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.0,11.5,19.5,27.5,36.5,2,Industry,Heme,Targeted Therapy,2017,38.35616438356164,0.0,61.64383561643836,0.0,61.64383561643836
PMID 35038433 CT_Summary_SoE.pdf,control,0,0.0,21.0,29.0,29.0,29.0,29.0,1.5,0.0,1.5,1.5,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,21.0,30.5,30.5,32.0,33.0,2,Industry,HN,Targeted Therapy,2011,87.87878787878788,12.121212121212121,0.0,0.0,12.121212121212121
PMID 35038433 CT_Summary_SoE.pdf,intervention,0,0.0,21.0,29.0,32.5,37.5,41.5,1.5,0.0,1.5,1.5,2.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,21.0,30.5,34.0,39.5,44.0,2,Industry,HN,Targeted Therapy,2011,94.31818181818183,5.681818181818182,0.0,0.0,5.681818181818182
PMID 35045221 a_Summary_SoE.pdf,control,0,0.0,4.0,10.0,20.5,30.0,40.0,1.0,0.0,1.0,3.0,4.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.0,11.0,23.5,34.0,46.0,2,Industry,GYN,Immunotherapy,2018,86.95652173913044,13.043478260869565,0.0,0.0,13.043478260869565
PMID 35045221 a_Summary_SoE.pdf,intervention,0,0.0,2.0,5.0,9.0,13.0,18.0,1.0,0.0,1.0,2.5,3.5,4.5,0.5,1.0,1.5,1.5,1.5,1.5,0.0,0.0,0.5,0.5,0.5,0.5,1.5,3.0,8.0,13.5,18.5,24.5,2,Industry,GYN,Immunotherapy,2018,73.46938775510205,18.367346938775512,6.122448979591836,2.0408163265306123,24.48979591836735
PMID 35108470 a_Summary_SoE.pdf,control,0,0.5,7.0,20.0,35.0,50.0,66.0,1.0,0.0,0.5,2.0,3.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,20.5,37.0,53.0,70.0,2,Industry,GI,Immunotherapy,2017,94.28571428571428,5.714285714285714,0.0,0.0,5.714285714285714
PMID 35108470 a_Summary_SoE.pdf,intervention,0,0.5,3.0,7.0,13.0,20.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,13.0,20.0,27.0,2,Industry,GI,Immunotherapy,2017,100.0,0.0,0.0,0.0,0.0
PMID 35108470 a_Summary_SoE.pdf,intervention,1,0.5,8.0,23.0,41.0,60.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,23.0,41.0,60.0,79.0,2,Industry,GI,Immunotherapy,2017,100.0,0.0,0.0,0.0,0.0
PMID 35142815 a_Summary_SoE.pdf,control,0,1.0,2.5,7.5,16.5,20.5,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.5,7.5,16.5,20.5,24.0,2,Industry,GU,Targeted Therapy,2014,100.0,0.0,0.0,0.0,0.0
PMID 35142815 a_Summary_SoE.pdf,intervention,0,1.0,2.5,7.5,16.5,20.5,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.5,7.5,16.5,20.5,24.0,2,Industry,GU,Targeted Therapy,2014,100.0,0.0,0.0,0.0,0.0
PMID 35179323 a_Summary_SoE.pdf,control,0,0.0,1.5,4.5,6.0,6.0,6.0,2.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,1.5,2.5,3.0,0.0,0.5,0.5,0.5,0.5,0.5,2.5,2.0,5.5,8.5,9.5,10.5,2,Industry,GU,Endocrine,2016,57.14285714285714,9.523809523809524,28.57142857142857,4.761904761904762,38.095238095238095
PMID 35179323 a_Summary_SoE.pdf,intervention,0,0.0,1.5,4.5,6.0,6.0,6.0,2.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,1.5,2.5,3.0,0.0,0.5,0.5,0.5,0.5,0.5,2.5,2.0,5.5,8.5,9.5,10.5,2,Industry,GU,Endocrine,2016,57.14285714285714,9.523809523809524,28.57142857142857,4.761904761904762,38.095238095238095
PMID 35192411 a_Summary_SoE.pdf,control,0,0.0,2.0,3.0,3.0,3.0,3.0,1.0,0.5,3.0,3.5,3.5,4.5,0.0,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,4.0,8.0,8.5,8.5,9.5,2,Industry,Other,Targeted Therapy,2013,31.57894736842105,47.368421052631575,15.789473684210526,5.263157894736842,63.1578947368421
PMID 35192411 a_Summary_SoE.pdf,intervention,0,0.0,2.0,3.0,3.0,3.0,3.0,1.0,0.5,3.0,3.5,3.5,4.5,0.0,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,4.0,8.0,8.5,8.5,9.5,2,Industry,Other,Targeted Therapy,2013,31.57894736842105,47.368421052631575,15.789473684210526,5.263157894736842,63.1578947368421
PMID 35213496 CT_Summary_SoE.pdf,control,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,2,Industry,GI,Other,2017,25.0,0.0,0.0,75.0,0.0
PMID 35213496 CT_Summary_SoE.pdf,intervention,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,2,Industry,GI,Other,2017,25.0,0.0,0.0,75.0,0.0
PMID 35240074a_Summary_SoE.pdf,control,0,0.0,4.0,9.5,19.5,28.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.5,7.5,10.5,14.0,18.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,7.5,17.0,30.0,42.5,57.0,2,Industry,Multiple,Other,2018,68.42105263157895,0.0,31.57894736842105,0.0,31.57894736842105
