filename,intervention_screening,intervention_1_month,intervention_3_months,intervention_6_months,intervention_9_months,intervention_12_months,intervention_intensity,intervention_cycle_length,control_screening,control_1_month,control_3_months,control_6_months,control_9_months,control_12_months,control_intensity,control_cycle_length,delta_screening,delta_1_month,delta_3_months,delta_6_months,delta_9_months,delta_12_months,delta_intensity,pmid,publication_year
PMID 30777794 a_Summary_SoE.pdf,16.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,28.0,16.0,3.0,7.0,13.0,19.0,26.0,2.1666666666666665,21.0,0.0,2.0,6.0,13.0,20.0,27.0,2.2500000000000004,30777794.0,2019.0
PMID 30779529 a_Summary_SoE.pdf,1.0,3.0,6.0,10.0,14.0,19.0,1.5833333333333333,21.0,1.0,3.0,6.0,10.0,12.0,14.0,1.1666666666666667,42.0,0.0,0.0,0.0,0.0,2.0,5.0,0.4166666666666665,30779529.0,2019.0
PMID 30786186 a_Summary_SoE.pdf,1.0,1.0,2.0,4.0,4.0,4.0,0.3333333333333333,56.0,1.0,1.0,2.0,4.0,4.0,4.0,0.3333333333333333,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30786186.0,2019.0
PMID 30811280 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,14.0,20.0,1.6666666666666667,21.0,2.0,2.0,5.0,9.0,14.0,20.0,1.6666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30811280.0,2019.0
PMID 30817251 CT_Summary_SoE.pdf,1.0,3.0,5.0,8.0,8.0,9.0,0.75,0.0,1.0,3.0,5.0,8.0,8.0,9.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30817251.0,2019.0
PMID 30819926 a_Summary_SoE.pdf,2.0,4.0,9.0,18.0,26.0,36.0,3.0,42.0,2.0,4.0,9.0,17.0,21.0,26.0,2.1666666666666665,42.0,0.0,0.0,0.0,1.0,5.0,10.0,0.8333333333333335,30819926.0,2019.0
PMID 30897038 a_Summary_SoE.pdf,2.0,5.0,9.0,13.0,16.0,19.0,1.5833333333333333,28.0,2.0,5.0,9.0,13.0,16.0,19.0,1.5833333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30897038.0,2019.0
PMID 30901302 a_Summary_SoE.pdf,1.0,5.0,13.0,25.0,26.0,27.0,2.25,21.0,1.0,5.0,13.0,25.0,26.0,27.0,2.25,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30901302.0,2019.0
PMID 30939090 a_Summary_SoE.pdf,2.0,9.0,27.0,39.0,40.0,41.0,3.4166666666666665,21.0,2.0,2.0,6.5,9.5,10.5,11.5,0.9583333333333334,21.0,0.0,7.0,20.5,29.5,29.5,29.5,2.458333333333333,30939090.0,2019.0
PMID 30955977 a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30955977.0,2019.0
PMID 30990550 a_Summary_SoE.pdf,1.0,2.0,2.0,2.0,2.0,2.0,0.16666666666666666,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30990550.0,2019.0
PMID 30995174 a_Summary_SoE.pdf,2.0,6.0,13.0,14.0,15.0,16.0,1.3333333333333333,21.0,2.0,20.0,29.0,30.0,31.0,32.0,2.6666666666666665,7.0,0.0,-14.0,-16.0,-16.0,-16.0,-16.0,-1.3333333333333333,30995174.0,2019.0
PMID 30995176 CT a_Summary_SoE.pdf,1.0,3.0,7.0,10.0,12.0,14.0,1.1666666666666667,7.0,1.0,3.0,7.0,10.0,12.0,14.0,1.1666666666666667,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30995176.0,2019.0
PMID 31002578 a_Summary_SoE.pdf,2.0,5.0,13.0,21.0,25.0,30.0,2.5,21.0,2.0,5.0,13.0,21.0,25.0,30.0,2.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31002578.0,2019.0
PMID 31003911 CT_Summary_SoE.pdf,1.0,3.0,6.0,10.0,14.0,19.0,1.5833333333333333,21.0,1.0,5.0,9.0,12.0,15.0,19.0,1.5833333333333333,28.0,0.0,-2.0,-3.0,-2.0,-1.0,0.0,0.0,31003911.0,2019.0
PMID 31070709 CT_Summary_SoE.pdf,1.0,3.0,5.0,8.0,9.0,11.0,0.9166666666666666,28.0,1.0,3.0,5.0,8.0,9.0,11.0,0.9166666666666666,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31070709.0,2019.0
PMID 31079938 CT_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,42.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31079938.0,2019.0
PMID 31091374 a_Summary_SoE.pdf,2.0,4.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,2.0,4.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31091374.0,2019.0
PMID 31097405 a_Summary_SoE.pdf,2.0,7.0,18.0,34.0,42.0,52.0,4.333333333333333,21.0,2.0,7.0,18.0,34.0,42.0,52.0,4.333333333333333,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31097405.0,2019.0
PMID 31122901 CT_Summary_SoE.pdf,2.0,5.0,13.0,21.0,25.0,30.0,2.5,21.0,2.0,5.0,13.0,21.0,25.0,30.0,2.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31122901.0,2019.0
PMID 31141632 a_Summary_SoE.pdf,1.0,5.0,11.0,17.0,20.0,24.0,2.0,28.0,1.0,5.0,11.0,17.0,20.0,24.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31141632.0,2019.0
PMID 31150574 a_Summary_SoE.pdf,2.0,2.0,4.0,7.0,10.0,13.0,1.0833333333333333,28.0,2.0,2.0,4.0,7.0,10.0,13.0,1.0833333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31150574.0,2019.0
PMID 31157963 a_Summary_SoE.pdf,2.0,5.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,2.0,5.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31157963.0,2019.0
PMID 31166681 a_Summary_SoE.pdf,1.0,6.0,16.0,19.0,22.0,25.0,2.0833333333333335,28.0,1.0,4.0,9.0,15.0,21.0,27.0,2.25,28.0,0.0,2.0,7.0,4.0,1.0,-2.0,-0.16666666666666652,31166681.0,2019.0
PMID 31175001 CT_Summary_SoE.pdf,1.0,6.0,9.0,12.0,15.0,19.0,1.5833333333333333,28.0,1.0,13.0,38.0,72.0,102.0,133.0,11.083333333333334,28.0,0.0,-7.0,-29.0,-60.0,-87.0,-114.0,-9.5,31175001.0,2019.0
PMID 31189035 a_Summary_SoE.pdf,2.0,22.0,26.0,31.0,32.0,33.0,2.75,21.0,2.0,2.0,5.0,7.0,8.0,9.0,0.75,21.0,0.0,20.0,21.0,24.0,24.0,24.0,2.0,31189035.0,2019.0
PMID 31194247 a_Summary_SoE.pdf,1.0,4.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,1.0,4.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31194247.0,2019.0
PMID 31221619 a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31221619.0,2019.0
PMID 31240472 CT_Summary_SoE.pdf,2.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,28.0,2.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31240472.0,2019.0
PMID 31246522 CT_Summary_SoE.pdf,2.0,9.0,22.0,27.0,28.0,29.0,2.4166666666666665,29.0,2.0,10.0,23.0,28.0,29.0,30.0,2.5,29.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.08333333333333348,31246522.0,2019.0
PMID 31248843 CT_Summary_SoE.pdf,2.0,18.0,44.0,47.0,50.0,53.0,4.416666666666667,0.0,2.0,18.0,44.0,47.0,50.0,53.0,4.416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31248843.0,2019.0
PMID 31327687 CT_Summary_SoE.pdf,1.0,3.0,7.0,13.0,19.0,27.0,2.25,28.0,1.0,2.0,4.0,7.0,10.0,14.0,1.1666666666666667,28.0,0.0,1.0,3.0,6.0,9.0,13.0,1.0833333333333333,31327687.0,2019.0
PMID 31327689 a_Summary_SoE.pdf,2.0,3.0,7.0,13.0,19.0,27.0,2.25,28.0,2.0,2.0,4.0,7.0,10.0,14.0,1.1666666666666667,28.0,0.0,1.0,3.0,6.0,9.0,13.0,1.0833333333333333,31327689.0,2019.0
PMID 31329516 a_Summary_SoE.pdf,1.0,2.0,3.0,4.0,5.0,6.0,0.5,84.0,1.0,2.0,3.0,4.0,5.0,6.0,0.5,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31329516.0,2019.0
PMID 31338773 CT_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31338773.0,2019.0
PMID 31345387 CT_Summary_SoE.pdf,2.0,6.0,26.0,41.0,42.0,43.0,3.5833333333333335,21.0,2.0,6.0,26.0,46.0,47.0,48.0,4.0,21.0,0.0,0.0,0.0,-5.0,-5.0,-5.0,-0.4166666666666665,31345387.0,2019.0
PMID 31361535 a_Summary_SoE.pdf,2.0,2.0,6.0,10.0,14.0,19.0,1.5833333333333333,21.0,2.0,2.0,6.0,10.0,14.0,19.0,1.5833333333333333,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31361535.0,2019.0
PMID 31365801 a_Summary_SoE.pdf,1.0,3.0,5.0,8.0,9.0,10.0,0.8333333333333334,28.0,1.0,5.0,12.0,19.0,20.0,21.0,1.75,28.0,0.0,-2.0,-7.0,-11.0,-11.0,-11.0,-0.9166666666666666,31365801.0,2019.0
PMID 31371228 CT_Summary_SoE.pdf,1.0,3.0,7.0,12.0,12.0,13.0,1.0833333333333333,21.0,1.0,1.0,5.0,10.0,11.0,12.0,1.0,21.0,0.0,2.0,2.0,2.0,1.0,1.0,0.08333333333333326,31371228.0,2019.0
PMID 31399378 CT_Summary_SoE.pdf,1.0,1.0,3.0,5.0,5.0,5.0,0.4166666666666667,30.0,1.0,1.0,3.0,5.0,5.0,5.0,0.4166666666666667,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31399378.0,2019.0
PMID 31454045 a_Summary_SoE.pdf,3.0,17.0,43.0,68.0,89.0,93.0,7.75,21.0,,,,,,,,,,,,,,,,31454045.0,2019.0
PMID 31486832 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31486832.0,2019.0
PMID 31562799 a_Summary_SoE.pdf,2.0,5.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,2.0,5.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31562799.0,2019.0
PMID 31566309 a_Summary_SoE.pdf,2.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,28.0,2.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31566309.0,2019.0
PMID 31582355 a_Summary_SoE.pdf,1.0,4.0,8.0,14.0,21.0,28.0,2.3333333333333335,42.0,1.0,3.0,6.0,10.0,14.0,19.0,1.5833333333333333,21.0,0.0,1.0,2.0,4.0,7.0,9.0,0.7500000000000002,31582355.0,2019.0
PMID 31590988 a_Summary_SoE.pdf,1.0,2.0,5.0,8.0,11.0,15.0,1.25,21.0,1.0,2.0,5.0,7.0,8.0,9.0,0.75,21.0,0.0,0.0,0.0,1.0,3.0,6.0,0.5,31590988.0,2019.0
PMID 31591063 CT a_Summary_SoE.pdf,2.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,2.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31591063.0,2019.0
PMID 31618129 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,7.0,9.0,10.0,0.8333333333333334,21.0,0.0,0.0,0.0,2.0,4.0,8.0,0.6666666666666666,31618129.0,2019.0
PMID 31629060 a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31629060.0,2020.0
PMID 31645288 CT_Summary_SoE.pdf,1.0,2.0,2.0,2.0,2.0,3.0,0.25,0.0,1.0,2.0,2.0,2.0,2.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31645288.0,2019.0
PMID 31647503 a_Summary_SoE.pdf,2.0,3.0,8.0,13.0,17.0,22.0,1.8333333333333333,21.0,2.0,3.0,8.0,13.0,17.0,22.0,1.8333333333333333,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31647503.0,2020.0
PMID 31665578 a_Summary_SoE.pdf,1.0,5.0,8.0,11.0,14.0,19.0,1.5833333333333333,28.0,1.0,13.0,38.0,72.0,102.0,133.0,11.083333333333334,28.0,0.0,-8.0,-30.0,-61.0,-88.0,-114.0,-9.5,31665578.0,2019.0
PMID 31679945 a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,21.0,0.0,-3.0,-8.0,-17.0,-26.0,-35.0,-2.916666666666667,31679945.0,2019.0
PMID 31688884 a_Summary_SoE.pdf,1.0,22.0,64.0,106.0,106.0,106.0,8.833333333333334,28.0,1.0,9.0,25.0,34.0,35.0,36.0,3.0,28.0,0.0,13.0,39.0,72.0,71.0,70.0,5.833333333333334,31688884.0,2019.0
PMID 31693129 CT_Summary_SoE.pdf,1.0,1.0,3.0,6.0,7.0,8.0,0.6666666666666666,30.0,1.0,1.0,3.0,6.0,7.0,8.0,0.6666666666666666,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31693129.0,2020.0
PMID 31725692 CT_Summary_SoE.pdf,1.0,2.0,2.0,2.0,2.0,2.0,0.16666666666666666,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31725692.0,2020.0
PMID 31735560 CT_Summary_SoE.pdf,1.0,5.0,9.0,15.0,22.0,29.0,2.4166666666666665,28.0,1.0,5.0,9.0,15.0,22.0,29.0,2.4166666666666665,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31735560.0,2019.0
PMID 31800611 a_Summary_SoE.pdf,1.0,2.0,2.0,2.0,2.0,3.0,0.25,0.0,1.0,2.0,2.0,2.0,2.0,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31800611.0,2019.0
PMID 31806543 CT_Summary_SoE.pdf,3.0,2.0,4.0,7.0,8.0,9.0,0.75,28.0,3.0,2.0,4.0,7.0,8.0,9.0,0.75,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31806543.0,2020.0
PMID 31810797 CT_Summary_SoE.pdf,1.0,3.0,5.0,8.0,11.0,15.0,1.25,28.0,1.0,3.0,5.0,8.0,11.0,15.0,1.25,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31810797.0,2020.0
PMID 31820339 CT_Summary_SoE.pdf,1.0,5.0,5.0,6.0,7.0,9.0,0.75,7.0,1.0,5.0,5.0,6.0,7.0,9.0,0.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31820339.0,2020.0
PMID 31821109 a_Summary_SoE.pdf,2.0,3.0,8.0,18.0,22.0,28.0,2.3333333333333335,21.0,2.0,3.0,8.0,17.0,17.0,18.0,1.5,14.0,0.0,0.0,0.0,1.0,5.0,10.0,0.8333333333333335,31821109.0,2020.0
PMID 31924332 CT_Summary_SoE.pdf,1.0,6.0,14.0,27.0,40.0,54.0,4.5,21.0,1.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,28.0,0.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333304,31924332.0,2020.0
PMID 31935026 a_Summary_SoE.pdf,1.0,0.0,1.0,2.0,3.0,4.0,0.3333333333333333,0.0,1.0,0.0,1.0,2.0,3.0,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31935026.0,2020.0
PMID 32010577 a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32010577.0,2019.0
PMID 32031887 CT_Summary_SoE.pdf,1.0,1.0,4.0,7.0,10.0,14.0,1.1666666666666667,28.0,1.0,0.0,2.0,3.0,3.0,3.0,0.25,14.0,0.0,1.0,2.0,4.0,7.0,11.0,0.9166666666666667,32031887.0,2020.0
PMID 32058845 a_Summary_SoE.pdf,2.0,10.0,11.0,13.0,13.0,14.0,1.1666666666666667,0.0,2.0,10.0,11.0,13.0,13.0,14.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32058845.0,2020.0
PMID 32073956 a_Summary_SoE.pdf,1.0,5.0,7.0,10.0,13.0,17.0,1.4166666666666667,28.0,1.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,28.0,0.0,0.0,-6.0,-16.0,-26.0,-36.0,-3.0,32073956.0,2020.0
PMID 32145827 a_Summary_SoE.pdf,1.0,3.0,7.0,13.0,13.0,14.0,1.1666666666666667,14.0,1.0,3.0,7.0,13.0,13.0,14.0,1.1666666666666667,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32145827.0,2020.0
PMID 32201234 a_Summary_SoE.pdf,1.0,2.0,4.0,7.0,9.0,11.0,0.9166666666666666,28.0,1.0,5.0,13.0,26.0,39.0,52.0,4.333333333333333,28.0,0.0,-3.0,-9.0,-19.0,-30.0,-41.0,-3.4166666666666665,32201234.0,2020.0
PMID 32213342 a_Summary_SoE.pdf,2.0,6.0,13.0,19.0,22.0,26.0,2.1666666666666665,28.0,2.0,5.0,11.0,17.0,20.0,24.0,2.0,28.0,0.0,1.0,2.0,2.0,2.0,2.0,0.16666666666666652,32213342.0,2020.0
PMID 32259228 a_Summary_SoE.pdf,2.0,4.0,9.0,18.0,26.0,36.0,3.0,21.0,2.0,4.0,9.0,18.0,26.0,36.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32259228.0,2020.0
PMID 32271377 a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,17.0,1.4166666666666667,28.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.08333333333333326,32271377.0,2020.0
PMID 32294530 CT_Summary_SoE.pdf,2.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,2.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,7.0,0.0,-2.0,-6.0,-13.0,-19.0,-26.0,-2.166666666666667,32294530.0,2020.0
PMID 32302702 CT_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,5.0,13.0,16.0,18.0,20.0,1.6666666666666667,21.0,0.0,-3.0,-8.0,-7.0,-5.0,-2.0,-0.16666666666666674,32302702.0,2020.0
PMID 32305093 a_Summary_SoE.pdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32305093.0,2020.0
PMID 32343890 a_Summary_SoE.pdf,2.0,2.0,4.0,7.0,8.0,10.0,0.8333333333333334,28.0,2.0,2.0,4.0,7.0,8.0,10.0,0.8333333333333334,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32343890.0,2020.0
PMID 32372176 CT_Summary_SoE.pdf,2.0,1.0,2.0,3.0,3.0,3.0,0.25,90.0,2.0,1.0,2.0,3.0,3.0,3.0,0.25,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32372176.0,2021.0
PMID 32379269 a_Summary_SoE.pdf,1.0,2.0,2.0,2.0,2.0,2.0,0.16666666666666666,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32379269.0,2020.0
PMID 32402160 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32402160.0,2020.0
PMID 32416072 CT a_Summary_SoE.pdf,2.0,3.0,7.0,11.0,15.0,20.0,1.6666666666666667,28.0,2.0,3.0,7.0,11.0,15.0,20.0,1.6666666666666667,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32416072.0,2020.0
PMID 32416073 CT_Summary_SoE.pdf,2.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,1.0,2.0,4.0,7.0,9.0,0.75,32416073.0,2020.0
PMID 32416780 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,5.0,11.0,20.0,28.0,38.0,3.1666666666666665,21.0,0.0,-3.0,-6.0,-11.0,-15.0,-20.0,-1.6666666666666665,32416780.0,2020.0
PMID 32437507 a_Summary_SoE.pdf,2.0,2.0,5.0,11.0,18.0,25.0,2.0833333333333335,21.0,2.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,-0.16666666666666652,32437507.0,2020.0
PMID 32459600 a_Summary_SoE.pdf,1.0,4.0,8.0,14.0,15.0,16.0,1.3333333333333333,28.0,1.0,6.0,10.0,14.0,15.0,16.0,1.3333333333333333,28.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,32459600.0,2020.0
PMID 32460997 CT_Summary_SoE.pdf,1.0,12.0,35.0,65.0,68.0,71.0,5.916666666666667,14.0,1.0,3.0,7.0,13.0,16.0,19.0,1.5833333333333333,14.0,0.0,9.0,28.0,52.0,52.0,52.0,4.333333333333334,32460997.0,2020.0
PMID 32469183 a_Summary_SoE.pdf,1.0,6.0,8.0,11.0,14.0,17.0,1.4166666666666667,28.0,1.0,6.0,8.0,11.0,14.0,17.0,1.4166666666666667,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32469183.0,2020.0
PMID 32469384 a_Summary_SoE.pdf,2.0,5.0,13.0,15.0,17.0,19.0,1.5833333333333333,42.0,2.0,5.0,13.0,15.0,17.0,19.0,1.5833333333333333,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32469384.0,2020.0
PMID 32496902 a_Summary_SoE.pdf,1.0,7.0,24.0,43.0,62.0,76.0,6.333333333333333,84.0,1.0,7.0,18.0,41.0,62.0,76.0,6.333333333333333,84.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,32496902.0,2020.0
PMID 32534646 CT_Summary_SoE.pdf,2.0,4.0,12.0,18.0,25.0,32.0,2.6666666666666665,28.0,2.0,4.0,12.0,18.0,25.0,32.0,2.6666666666666665,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32534646.0,2020.0
PMID 32564260 CT_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32564260.0,2020.0
PMID 32678716 CT_Summary_SoE.pdf,2.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,2.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32678716.0,2020.0
PMID 32682457 a_Summary_SoE.pdf,3.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,3.0,3.0,9.0,18.0,26.0,36.0,3.0,35.0,0.0,0.0,-2.0,-5.0,-6.0,-9.0,-0.75,32682457.0,2020.0
PMID 32682484 a_Summary_SoE.pdf,2.0,9.0,22.0,42.0,62.0,81.0,6.75,28.0,2.0,8.0,20.0,40.0,60.0,79.0,6.583333333333333,28.0,0.0,1.0,2.0,2.0,2.0,2.0,0.16666666666666696,32682484.0,2020.0
PMID 32706639 a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,10.0,11.0,0.9166666666666666,21.0,2.0,2.0,3.0,4.0,5.0,6.0,0.5,0.0,0.0,0.0,2.0,5.0,5.0,5.0,0.41666666666666663,32706639.0,2020.0
PMID 32786187 a_Summary_SoE.pdf,1.0,13.0,31.0,54.0,76.0,100.0,8.333333333333334,28.0,1.0,13.0,31.0,54.0,76.0,100.0,8.333333333333334,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32786187.0,2020.0
PMID 32813610 a_Summary_SoE.pdf,1.0,5.0,13.0,40.0,49.0,52.0,4.333333333333333,84.0,1.0,5.0,13.0,33.0,48.0,51.0,4.25,84.0,0.0,0.0,0.0,7.0,1.0,1.0,0.08333333333333304,32813610.0,2020.0
PMID 32822286 a_Summary_SoE.pdf,4.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,4.0,5.0,9.0,12.0,15.0,19.0,1.5833333333333333,28.0,0.0,-2.0,-3.0,-3.0,-3.0,-3.0,-0.25,32822286.0,2020.0
PMID 32861273 CT_Summary_SoE.pdf,2.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,21.0,2.0,5.0,13.0,26.0,39.0,53.0,4.416666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32861273.0,2020.0
PMID 32880601a_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,4.0,10.0,18.0,26.0,36.0,3.0,21.0,0.0,-2.0,-5.0,-9.0,-13.0,-18.0,-1.5,32880601.0,2020.0
PMID 32945632 a_Summary_SoE.pdf,1.0,3.0,7.0,13.0,20.0,27.0,2.25,28.0,1.0,2.0,4.0,7.0,10.0,14.0,1.1666666666666667,28.0,0.0,1.0,3.0,6.0,10.0,13.0,1.0833333333333333,32945632.0,2020.0
PMID 32954927a_Summary_SoE.pdf,3.0,3.0,6.0,9.0,10.0,11.0,0.9166666666666666,30.0,3.0,3.0,6.0,9.0,10.0,11.0,0.9166666666666666,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32954927.0,2020.0
PMID 32971005 CT_Summary_SoE.pdf,1.0,2.0,4.0,7.0,10.0,13.0,1.0833333333333333,28.0,1.0,4.0,10.0,16.0,19.0,23.0,1.9166666666666667,21.0,0.0,-2.0,-6.0,-9.0,-9.0,-10.0,-0.8333333333333335,32971005.0,2020.0
