filename,nct,pos_idx,arm_name,tt_12mo,original_label,ctgov_label,ctgov_type,ctgov_label_text,confidence,match_status,n_pipeline_arms,n_ctgov_arms,label_flipped
PMID 34161051 a_Summary_SoE.pdf,NCT03511664,0,Control Arm (Best Supportive Care Alone),24.0,control,control,OTHER,Best supportive/best standard of care (BS/BSOC) alone,0.5,confident_2arm,2,2,False
PMID 34161051 a_Summary_SoE.pdf,NCT03511664,0,Investigational Arm (177Lu-PSMA-617 + BSoC),24.0,intervention,intervention,EXPERIMENTAL,177Lu-PSMA-617 plus best supportive/best standard of care (BS/BSOC),0.5,confident_2arm,2,2,False
PMID 34170389 CT_Summary_SoE.pdf,NCT00549848,0,"Arm B (Conventional Dose PEG-asparaginase, Standard/High-Risk)",79.5,control,intervention,EXPERIMENTAL,HD PEG,0.0,count_mismatch,3,2,True
PMID 34170389 CT_Summary_SoE.pdf,NCT00549848,0,"Arm A (Higher Dose PEG-asparaginase, Standard/High-Risk)",78.0,intervention,control,ACTIVE_COMPARATOR,CD PEG,0.0,count_mismatch,3,2,True
PMID 34170389 CT_Summary_SoE.pdf,NCT00549848,1,Low-Risk (LR),78.0,intervention,intervention,,,0.0,count_mismatch_leftover,3,2,False
PMID 34197181 a_Summary_SoE.pdf,NCT00116142,0,Group 1 (AST + EBRT),48.0,control,control,OTHER,Arm1: Androgen Suppression Therapy + Radiation Therapy,0.5,confident_2arm,2,2,False
PMID 34197181 a_Summary_SoE.pdf,NCT00116142,0,Group 2 (AST + EBRT + Docetaxel),53.0,intervention,intervention,EXPERIMENTAL,Arm 2: Docetaxel + Androgen Suppression Therapy + Radiation Therapy,0.5,confident_2arm,2,2,False
PMID 34219000 a_Summary_SoE.pdf,NCT03125902,0,Arm B (Placebo + Paclitaxel),40.0,control,intervention,EXPERIMENTAL,Atezolizumab and Paclitaxel,0.727,confident_2arm,2,2,True
PMID 34219000 a_Summary_SoE.pdf,NCT03125902,0,Arm A (Atezolizumab + Paclitaxel),40.0,intervention,control,PLACEBO_COMPARATOR,Placebo and Paclitaxel,0.5,confident_2arm,2,2,True
PMID 34237250 a_Summary_SoE.pdf,NCT03690388,0,Placebo,16.0,control,control,PLACEBO_COMPARATOR,Placebo,1.0,confident_2arm,2,2,False
PMID 34237250 a_Summary_SoE.pdf,NCT03690388,0,Cabozantinib,16.0,intervention,intervention,EXPERIMENTAL,Cabozantinib,1.0,confident_2arm,2,2,False
PMID 34246347 CT_Summary_SoE.pdf,NCT03072238,0,Arm 2 (Placebo + Abiraterone + Prednisone/Prednisolone),19.0,control,control,ACTIVE_COMPARATOR,Placebo + Abiraterone,1.0,confident_2arm,2,2,False
PMID 34246347 CT_Summary_SoE.pdf,NCT03072238,0,Arm 1 (Ipatasertib + Abiraterone + Prednisone/Prednisolone),19.0,intervention,intervention,EXPERIMENTAL,Ipatasertib + Abiraterone,1.0,confident_2arm,2,2,False
PMID 34264305 a_Summary_SoE.pdf,NCT02429427,0,Placebo,3.0,control,control,PLACEBO_COMPARATOR,Placebo,1.0,confident_2arm,2,2,False
PMID 34264305 a_Summary_SoE.pdf,NCT02429427,0,Celecoxib,3.0,intervention,intervention,EXPERIMENTAL,Celecoxib,0.7,confident_2arm,2,2,False
PMID 34264316 a_Summary_SoE.pdf,NCT02785952,0,Arm 2: Nivolumab monotherapy,27.0,control,control,ACTIVE_COMPARATOR,Arm II (nivolumab),0.5,confident_2arm,2,2,False
PMID 34264316 a_Summary_SoE.pdf,NCT02785952,0,Arm 1: Nivolumab plus Ipilimumab,27.0,intervention,intervention,EXPERIMENTAL,"Arm I (nivolumab, ipilimumab)",0.5,confident_2arm,2,2,False
PMID 34264503 CT_Summary_SoE.pdf,NCT02810457,0,Arm B (Avastin group),20.0,control,control,ACTIVE_COMPARATOR,Avastin / paclitaxel / carboplatin,0.5,confident_2arm,2,2,False
PMID 34264503 CT_Summary_SoE.pdf,NCT02810457,0,Arm A (FKB238 group),20.0,intervention,intervention,EXPERIMENTAL,FKB238 / paclitaxel / carboplatin,0.5,confident_2arm,2,2,False
PMID 34309665 a_Summary_SoE.pdf,NCT01718873,0,Standard Arm (Bevacizumab + FOLFOX/OXXEL),36.0,control,control,ACTIVE_COMPARATOR,bevacizumab with chemotherapy,0.5,confident_2arm,2,2,False
PMID 34309665 a_Summary_SoE.pdf,NCT01718873,0,Experimental Arm (Sequential Bevacizumab + FOLFOX/OXXEL),48.0,intervention,intervention,EXPERIMENTAL,bevacizumab before chemotherapy,0.5,confident_2arm,2,2,False
PMID 34320285 a_Summary_SoE.pdf,NCT00295620,0,Arm B (Anastrozole 5 years),2.0,control,intervention,EXPERIMENTAL,Arm A: Anastrozol,0.6,confident_2arm,2,2,True
PMID 34320285 a_Summary_SoE.pdf,NCT00295620,0,Arm A (Anastrozole 2 years),2.0,intervention,intervention,EXPERIMENTAL,Arm B: Anastrozol,0.6,confident_2arm,2,2,False
PMID 34341578 CT_Summary_SoE.pdf,NCT03581786,0,Arm B (Placebo + Chemotherapy),24.0,control,control,PLACEBO_COMPARATOR,placebo combine with chemotherapy,0.75,confident_2arm,2,2,False
PMID 34341578 CT_Summary_SoE.pdf,NCT03581786,0,Arm A (Toripalimab + Chemotherapy),24.0,intervention,intervention,EXPERIMENTAL,TORIPALIMAB INJECTION(JS001 )combine with chemotherapy,0.571,confident_2arm,2,2,False
PMID 34343033 a_Summary_SoE.pdf,NCT03465722,0,Arm B (Regorafenib),11.0,control,control,ACTIVE_COMPARATOR,regorafenib,1.0,confident_2arm,2,2,False
PMID 34343033 a_Summary_SoE.pdf,NCT03465722,0,Arm A (Avapritinib),11.0,intervention,intervention,EXPERIMENTAL,avapritinib,0.7,confident_2arm,2,2,False
PMID 34357781 a_Summary_SoE.pdf,NCT02115282,0,Arm B (Exemestane + Placebo),15.0,control,control,PLACEBO_COMPARATOR,"Arm B (exemestane, placebo)",0.5,confident_2arm,2,2,False
PMID 34357781 a_Summary_SoE.pdf,NCT02115282,0,Arm A (Exemestane + Entinostat),15.0,intervention,intervention,EXPERIMENTAL,"Arm A (exemestane, entinostat)",0.5,confident_2arm,2,2,False
PMID 34363762 CT_Summary_SoE.pdf,NCT02718417,0,Arm A (Chemotherapy alone followed by observation),24.0,control,control,ACTIVE_COMPARATOR,Arm A,0.0,uncertain,3,3,False
PMID 34363762 CT_Summary_SoE.pdf,NCT02718417,0,Arm B (Chemotherapy alone followed by avelumab maintenance),36.0,intervention,intervention,EXPERIMENTAL,Arm B,0.25,uncertain,3,3,False
PMID 34363762 CT_Summary_SoE.pdf,NCT02718417,1,Arm C (Avelumab in combination with chemotherapy followed by avelumab maintenance),36.0,intervention,intervention,EXPERIMENTAL,Arm C,0.231,uncertain,3,3,False
PMID 34383006a_Summary_SoE.pdf,NCT01459497,0,Arm B (Conventional radiation),34.0,control,control,ACTIVE_COMPARATOR,Conventional Radiation,0.7,confident_2arm,2,2,False
PMID 34383006a_Summary_SoE.pdf,NCT01459497,0,Arm A (Accelerated hypofractionated IGRT),19.0,intervention,control,ACTIVE_COMPARATOR,Radiation Therapy,0.5,confident_2arm,2,2,True
PMID 34407342 a_Summary_SoE.pdf,NCT03142334,0,Arm B (Placebo),18.0,control,control,PLACEBO_COMPARATOR,Placebo,1.0,confident_2arm,2,2,False
PMID 34407342 a_Summary_SoE.pdf,NCT03142334,0,Arm A (Pembrolizumab),18.0,intervention,intervention,EXPERIMENTAL,Pembrolizumab,1.0,confident_2arm,2,2,False
PMID 34407542 a_Summary_SoE.pdf,NCT03106779,0,Bosutinib 500 mg once daily,18.0,control,control,ACTIVE_COMPARATOR,Bosutinib,0.5,confident_2arm,2,2,False
PMID 34407542 a_Summary_SoE.pdf,NCT03106779,0,Asciminib 40 mg twice daily,18.0,intervention,intervention,EXPERIMENTAL,Asciminib,0.5,confident_2arm,2,2,False
PMID 34418665 CT_Summary_SoE.pdf,NCT02383966,0,Arm B (Cisplatin + 5-FU),36.0,control,control,ACTIVE_COMPARATOR,Cisplatin/Carboplatin + 5-Flurouracil,0.6,confident_2arm,2,2,False
PMID 34418665 CT_Summary_SoE.pdf,NCT02383966,0,Arm A (Cetuximab + Cisplatin + 5-FU),77.0,intervention,intervention,EXPERIMENTAL,Cetuximab + Cisplatin/Carboplatin + 5-Fluorouracil,0.75,confident_2arm,2,2,False
PMID 34454674 a_Summary_SoE.pdf,NCT03189719,0,Arm 2 (Placebo + Cisplatin + 5-FU),36.0,control,control,PLACEBO_COMPARATOR,Placebo + SOC,1.0,confident_2arm,2,2,False
PMID 34454674 a_Summary_SoE.pdf,NCT03189719,0,Arm 1 (Pembrolizumab + Cisplatin + 5-FU),36.0,intervention,intervention,EXPERIMENTAL,Pembrolizumab + SOC,1.0,confident_2arm,2,2,False
PMID 34459214 CT_Summary_SoE.pdf,NCT02663908,0,Leuprolide (GnRH Receptor Agonist),13.0,control,control,ACTIVE_COMPARATOR,Leuprolide,0.5,confident_2arm,2,2,False
PMID 34459214 CT_Summary_SoE.pdf,NCT02663908,0,Degarelix (GnRH Receptor Antagonist),13.0,intervention,intervention,EXPERIMENTAL,Degarelix,0.5,confident_2arm,2,2,False
PMID 34534429 a_Summary_SoE.pdf,NCT03635567,0,Arm 2 (Placebo + Chemotherapy),18.0,control,control,PLACEBO_COMPARATOR,Placebo+Chemotherapy,0.5,confident_2arm,2,2,False
PMID 34534429 a_Summary_SoE.pdf,NCT03635567,0,Arm 1 (Pembrolizumab + Chemotherapy),18.0,intervention,intervention,EXPERIMENTAL,Pembrolizumab+Chemotherapy,0.5,confident_2arm,2,2,False
PMID 34600602 a_Summary_SoE.pdf,NCT02257736,0,Arm B (Placebo + Abiraterone Acetate + Prednisone),17.0,control,control,PLACEBO_COMPARATOR,Group 2: AAP and Placebo,0.923,confident_2arm,2,2,False
PMID 34600602 a_Summary_SoE.pdf,NCT02257736,0,Arm A (Apalutamide + Abiraterone Acetate + Prednisone),17.0,intervention,intervention,EXPERIMENTAL,Group 1: AAP and apalutamide,0.909,confident_2arm,2,2,False
PMID 34652968 a_Summary_SoE.pdf,NCT01231906,0,Regimen A (VDC1200/IE),67.0,control,intervention,EXPERIMENTAL,Arm A (combination chemotherapy),0.5,confident_2arm,2,2,True
PMID 34652968 a_Summary_SoE.pdf,NCT01231906,0,Regimen B (VTC250/IE/VDC1200),84.0,intervention,intervention,EXPERIMENTAL,"Arm B (combination chemotherapy, topotecan hydrochloride)",0.5,confident_2arm,2,2,False
PMID 34661177 CT_Summary_SoE.pdf,NCT03875092,0,Arm 2 (Saline Placebo + Carboplatin + Paclitaxel/nab-paclitaxel),26.0,control,control,ACTIVE_COMPARATOR,Chemotherapy,0.667,confident_2arm,2,2,False
PMID 34661177 CT_Summary_SoE.pdf,NCT03875092,0,Arm 1 (Pembrolizumab + Carboplatin + Paclitaxel/nab-paclitaxel),26.0,intervention,intervention,EXPERIMENTAL,Pembrolizumab + Chemotherapy,0.818,confident_2arm,2,2,False
PMID 34808255 CT_Summary_SoE.pdf,NCT03269344,0,Arm 1 (Placebo Control),36.0,control,control,PLACEBO_COMPARATOR,Control Arm,0.833,confident_2arm,2,2,False
PMID 34808255 CT_Summary_SoE.pdf,NCT03269344,0,Arm 2 (Gabapentin),36.0,intervention,intervention,EXPERIMENTAL,Experimental Arm,0.7,confident_2arm,2,2,False
PMID 34855460 a_Summary_SoE.pdf,NCT02345850,0,Arm C (Control - BM/Tac/Mtx),24.0,control,control,ACTIVE_COMPARATOR,Tacrolimus/Methotrexate Control Arm,0.0,uncertain,3,3,False
PMID 34855460 a_Summary_SoE.pdf,NCT02345850,0,Arm A (CD34 Selected PBSC),22.0,intervention,intervention,EXPERIMENTAL,CD34 Selection Arm,0.0,uncertain,3,3,False
PMID 34855460 a_Summary_SoE.pdf,NCT02345850,1,Arm B (BM/PTCy),22.0,intervention,intervention,EXPERIMENTAL,Post Transplant Cyclophosphamide,0.0,uncertain,3,3,False
PMID 34874182 a_Summary_SoE.pdf,NCT02513394,0,Arm B (Endocrine Therapy alone),0.0,control,control,OTHER,Arm B,0.5,confident_2arm,2,2,False
PMID 34874182 a_Summary_SoE.pdf,NCT02513394,0,Arm A (Palbociclib + Endocrine Therapy),0.0,intervention,intervention,EXPERIMENTAL,Arm A,0.8,confident_2arm,2,2,False
PMID 34882169 a_Summary_SoE.pdf,NCT01781468,0,Placebo,2.0,control,control,PLACEBO_COMPARATOR,Arm II,1.0,confident,3,3,False
PMID 34882169 a_Summary_SoE.pdf,NCT01781468,0,Armodafinil 150mg,2.0,intervention,intervention,EXPERIMENTAL,Arm I,0.2,uncertain,3,3,False
PMID 34882169 a_Summary_SoE.pdf,NCT01781468,1,Armodafinil 250mg,2.0,intervention,intervention,EXPERIMENTAL,Arm III,0.2,uncertain,3,3,False
PMID 34890060 CT_Summary_SoE.pdf,NCT03103321,0,Arm D (Usual Care),2.0,control,control,ACTIVE_COMPARATOR,Arm D (usual care),0.0,uncertain,4,4,False
PMID 34890060 CT_Summary_SoE.pdf,NCT03103321,0,Arm A (Pre- and During-consultation Decision Aids),2.0,intervention,intervention,EXPERIMENTAL,"Arm A (""Knowing your Options"", ""Prostate Choice"")",0.0,uncertain,4,4,False
PMID 34890060 CT_Summary_SoE.pdf,NCT03103321,1,Arm B (Pre-consultation Decision Aid only),2.0,intervention,intervention,EXPERIMENTAL,"Arm B (""Knowing your Options"")",0.0,uncertain,4,4,False
PMID 34890060 CT_Summary_SoE.pdf,NCT03103321,2,Arm C (During-consultation Decision Aid only),2.0,intervention,intervention,EXPERIMENTAL,"Arm C (""Prostate Choice"")",0.0,uncertain,4,4,False
PMID 34890214 a_Summary_SoE.pdf,NCT01966471,0,Arm 1 (Trastuzumab + Pertuzumab + Taxane),26.0,control,control,ACTIVE_COMPARATOR,"Anthracycline Followed by Trastuzumab, Pertuzumab, and Taxane",0.5,confident_2arm,2,2,False
PMID 34890214 a_Summary_SoE.pdf,NCT01966471,0,Arm 2 (Trastuzumab Emtansine + Pertuzumab),18.0,intervention,intervention,EXPERIMENTAL,Anthracycline Followed by Trastuzumab Emtansine and Pertuzumab,0.5,confident_2arm,2,2,False
PMID 34891224 a_Summary_SoE.pdf,NCT03391466,0,"Standard of Care (SOC) therapy (R-ICE, R-DHAP, R-ESHAP, or R-GDP)",37.0,control,control,ACTIVE_COMPARATOR,Standard of Care Therapy,0.5,confident_2arm,2,2,False
PMID 34891224 a_Summary_SoE.pdf,NCT03391466,0,Axicabtagene Ciloleucel,17.0,intervention,intervention,EXPERIMENTAL,Axicabtagene Ciloleucel Treatment,0.5,confident_2arm,2,2,False
PMID 34914339 a_Summary_SoE.pdf,NCT01272037,0,Arm 2 (Endocrine Therapy alone),5.0,control,intervention,EXPERIMENTAL,Arm II (endocrine therapy),0.5,confident_2arm,2,2,True
PMID 34914339 a_Summary_SoE.pdf,NCT01272037,0,Arm 1 (Chemotherapy plus Endocrine Therapy),9.0,intervention,intervention,EXPERIMENTAL,Arm I (chemotherapy and endocrine therapy),0.5,confident_2arm,2,2,False
PMID 34914889 a_Summary_SoE.pdf,NCT02576509,0,Sorafenib (400 mg PO BID),27.0,control,control,ACTIVE_COMPARATOR,Sorafenib,0.75,confident_2arm,2,2,False
PMID 34914889 a_Summary_SoE.pdf,NCT02576509,0,Nivolumab (240 mg IV every 2 weeks),27.0,intervention,intervention,EXPERIMENTAL,Nivolumab,1.0,confident_2arm,2,2,False
PMID 34967844 a_Summary_SoE.pdf,NCT02518191,0,Control Group (Conventional Chemotherapy),10.0,control,control,NO_INTERVENTION,None GnRHa group,0.5,confident_2arm,2,2,False
PMID 34967844 a_Summary_SoE.pdf,NCT02518191,0,Intervention Group (GnRHa + Chemotherapy),16.0,intervention,intervention,EXPERIMENTAL,GnRHa group,0.5,confident_2arm,2,2,False
PMID 34997889 CT_Summary_SoE.pdf,NCT00500890,0,"Carboplatin Arm (Carboplatin, Etoposide, Vincristine)",33.0,intervention,intervention,EXPERIMENTAL,Carboplatin + Etoposide + Vincristine,0.9,confident_2arm,2,2,False
PMID 34997889 CT_Summary_SoE.pdf,NCT00500890,1,"Cyclophosphamide Arm (Cyclophosphamide, Etoposide, Vincristine)",33.0,intervention,intervention,EXPERIMENTAL,Cyclophosphamide + Etoposide + Vincristine,0.9,confident_2arm,2,2,False
PMID 35007153 a_Summary_SoE.pdf,NCT00954174,0,"Regimen II (Ifosfamide, Mesna, and Paclitaxel)",32.0,control,intervention,EXPERIMENTAL,"Arm II (paclitaxel, ifosfamide)",0.6,confident_2arm,2,2,True
PMID 35007153 a_Summary_SoE.pdf,NCT00954174,0,Regimen I (Paclitaxel plus Carboplatin),20.0,intervention,intervention,EXPERIMENTAL,"Arm I (paclitaxel, carboplatin)",0.667,confident_2arm,2,2,False
PMID 35013615 CT_Summary_SoE.pdf,NCT03016312,0,Arm B (Enzalutamide Alone),18.0,control,control,ACTIVE_COMPARATOR,Enzalutamide,1.0,confident_2arm,2,2,False
PMID 35013615 CT_Summary_SoE.pdf,NCT03016312,0,Arm A (Atezolizumab + Enzalutamide),18.0,intervention,intervention,EXPERIMENTAL,Atezolizumab + Enzalutamide,1.0,confident_2arm,2,2,False
PMID 35030011 a_Summary_SoE.pdf,NCT02967692,0,Arm 2 (Placebo + Dabrafenib + Trametinib),16.0,control,control,PLACEBO_COMPARATOR,Part 3- Arm 2: Placebo in combination with dabrafenib and trametinib,0.646,count_mismatch,2,4,False
PMID 35030011 a_Summary_SoE.pdf,NCT02967692,0,Arm 1 (PDR001 + Dabrafenib + Trametinib),16.0,intervention,intervention,EXPERIMENTAL,Part 2: Biomarker cohort,0.4,count_mismatch,2,4,False
PMID 35032434 a_Summary_SoE.pdf,NCT03151811,0,Arm B (Pomalidomide + Dexamethasone),53.0,control,control,ACTIVE_COMPARATOR,Arm B: Pomalidomide+Dexamethasone,1.0,confident_2arm,2,2,False
PMID 35032434 a_Summary_SoE.pdf,NCT03151811,0,Arm A (Melflufen + Dexamethasone),53.0,intervention,intervention,EXPERIMENTAL,Arm A: Melflufen+Dexamethasone,1.0,confident_2arm,2,2,False
PMID 35038433 CT_Summary_SoE.pdf,NCT01196390,0,Arm 2 (Chemoradiation + Surgery),33.0,control,intervention,EXPERIMENTAL,Arm II (radiotherapy and chemotherapy),0.5,confident_2arm,2,2,True
PMID 35038433 CT_Summary_SoE.pdf,NCT01196390,0,Arm 1 (Trastuzumab + Chemoradiation + Surgery + Maintenance Trastuzumab),43.0,intervention,intervention,EXPERIMENTAL,"Arm I (radiotherapy, chemotherapy, trastuzumab)",0.5,confident_2arm,2,2,False
PMID 35045221 a_Summary_SoE.pdf,NCT03517449,0,Arm B (TPC - Paclitaxel),46.0,control,control,ACTIVE_COMPARATOR,Treatment of Physician's Choice,0.5,confident_2arm,2,2,False
PMID 35045221 a_Summary_SoE.pdf,NCT03517449,0,Arm A (Lenvatinib + Pembrolizumab),23.0,intervention,intervention,EXPERIMENTAL,Lenvatinib 20 mg + Pembrolizumab 200 mg,1.0,confident_2arm,2,2,False
PMID 35108470 a_Summary_SoE.pdf,NCT03143153,0,Arm C (Fluorouracil + Cisplatin),66.0,control,control,ACTIVE_COMPARATOR,Cisplatin + Fluorouracil,1.0,confident,3,3,False
PMID 35108470 a_Summary_SoE.pdf,NCT03143153,0,Arm A (Nivolumab + Ipilimumab),27.0,intervention,intervention,EXPERIMENTAL,Nivolumab + Ipilimumab,1.0,confident,3,3,False
PMID 35108470 a_Summary_SoE.pdf,NCT03143153,1,Arm B (Nivolumab + Fluorouracil + Cisplatin),79.0,intervention,intervention,EXPERIMENTAL,Nivolumab + Cisplatin + Fluorouacil,0.9,confident,3,3,False
PMID 35142815 a_Summary_SoE.pdf,NCT02111577,0,Arm B (Placebo + Standard of Care),24.0,control,control,PLACEBO_COMPARATOR,Placebo with standard of care chemotherapy,0.833,confident_2arm,2,2,False
PMID 35142815 a_Summary_SoE.pdf,NCT02111577,0,Arm A (DCVAC/PCa + Standard of Care),24.0,intervention,intervention,EXPERIMENTAL,DCVAC/PCa with standard of care chemotherapy,0.5,confident_2arm,2,2,False
PMID 35179323 a_Summary_SoE.pdf,NCT02799602,0,Placebo + ADT + Docetaxel,9.0,control,control,PLACEBO_COMPARATOR,Placebo + standard ADT + Docetaxel,0.818,confident_2arm,2,2,False
PMID 35179323 a_Summary_SoE.pdf,NCT02799602,0,Darolutamide + ADT + Docetaxel,9.0,intervention,intervention,EXPERIMENTAL,BAY1841788 /darolutamide (ODM-201)+standard ADT+Docetaxel,0.636,confident_2arm,2,2,False
PMID 35192411 a_Summary_SoE.pdf,NCT01843062,0,Arm B (Placebo + RAI),10.0,control,control,PLACEBO_COMPARATOR,Placebo,0.625,confident_2arm,2,2,False
PMID 35192411 a_Summary_SoE.pdf,NCT01843062,0,Arm A (Selumetinib + RAI),10.0,intervention,intervention,EXPERIMENTAL,Selumetinib,0.5,confident_2arm,2,2,False
PMID 35213496 CT_Summary_SoE.pdf,NCT03196791,0,Group MB (Moderate Neuromuscular block),4.0,control,intervention,EXPERIMENTAL,Moderate neuromuscular group,0.5,confident_2arm,2,2,True
PMID 35213496 CT_Summary_SoE.pdf,NCT03196791,0,Group DB (Deep Neuromuscular block),4.0,intervention,intervention,EXPERIMENTAL,Deep neuromuscular block group,0.5,confident_2arm,2,2,False
PMID 35240074a_Summary_SoE.pdf,NCT03471078,0,Placebo,57.0,control,control,PLACEBO_COMPARATOR,Placebo,0.833,confident_2arm,2,2,False
PMID 35240074a_Summary_SoE.pdf,NCT03471078,0,Avatrombopag,57.0,intervention,intervention,EXPERIMENTAL,Avatrombopag,0.7,confident_2arm,2,2,False
PMID 35245446 CT_Summary_SoE.pdf,NCT03829969,0,Group B (Placebo + Paclitaxel + Cisplatin),18.0,control,control,PLACEBO_COMPARATOR,placebo,0.5,confident_2arm,2,2,False
PMID 35245446 CT_Summary_SoE.pdf,NCT03829969,0,Group A (Toripalimab + Paclitaxel + Cisplatin),18.0,intervention,intervention,EXPERIMENTAL,Toripalimab,0.5,confident_2arm,2,2,False
PMID 35271306 a_Summary_SoE.pdf,NCT02112916,0,Arm A (Modified ABFM Backbone),72.0,control,control,ACTIVE_COMPARATOR,Arm A (combination chemotherapy),0.5,confident_2arm,2,2,False
PMID 35271306 a_Summary_SoE.pdf,NCT02112916,0,Arm B (ABFM + Bortezomib),74.0,intervention,intervention,EXPERIMENTAL,"Arm B (combination chemotherapy, bortezomib)",0.5,confident_2arm,2,2,False
PMID 35290101 a_Summary_SoE.pdf,NCT02446600,0,Arm I (Standard platinum-based chemotherapy),12.0,control,control,ACTIVE_COMPARATOR,Arm I (platinum-based chemotherapy),0.088,uncertain,3,3,False
PMID 35290101 a_Summary_SoE.pdf,NCT02446600,0,Arm II (Single-agent olaparib),20.0,intervention,intervention,EXPERIMENTAL,Arm II (olaparib),0.125,uncertain,3,3,False
PMID 35290101 a_Summary_SoE.pdf,NCT02446600,1,Arm III (Combination of olaparib and cediranib),25.0,intervention,intervention,EXPERIMENTAL,"Arm III (olaparib, cediranib maleate)",0.222,uncertain,3,3,False
PMID 35298906 CT_Summary_SoE.pdf,NCT02855944,0,Arm B (Chemotherapy),27.0,control,control,ACTIVE_COMPARATOR,Chemotherapy,0.7,confident_2arm,2,2,False
PMID 35298906 CT_Summary_SoE.pdf,NCT02855944,0,Arm A (Rucaparib),16.0,intervention,intervention,EXPERIMENTAL,Rucaparib,1.0,confident_2arm,2,2,False
PMID 35320644 a_Summary_SoE.pdf,NCT03529110,0,Arm B (T-DM1 / Ado-trastuzumab emtansine),20.0,control,control,ACTIVE_COMPARATOR,Ado-trastuzumab emtansine (T-DM1),1.0,confident_2arm,2,2,False
PMID 35320644 a_Summary_SoE.pdf,NCT03529110,0,Arm A (DS-8201a / Trastuzumab deruxtecan),20.0,intervention,intervention,EXPERIMENTAL,Trastuzumab deruxtecan (T-DXd),0.667,confident_2arm,2,2,False
PMID 35331641 CT_Summary_SoE.pdf,NCT02264990,0,Arm B (Investigator's Choice Platinum Doublet),20.0,control,control,ACTIVE_COMPARATOR,Investigator's Choice Chemotherapy,0.5,confident_2arm,2,2,False
PMID 35331641 CT_Summary_SoE.pdf,NCT02264990,0,Arm A (Veliparib + Carboplatin + Paclitaxel),20.0,intervention,intervention,EXPERIMENTAL,Veliparib + Carboplatin + Paclitaxel,0.75,confident_2arm,2,2,False
PMID 35367007a_Summary_SoE.pdf,NCT03553836,0,Arm B (Placebo),17.0,control,control,PLACEBO_COMPARATOR,Placebo,0.625,confident_2arm,2,2,False
PMID 35367007a_Summary_SoE.pdf,NCT03553836,0,Arm A (Pembrolizumab),17.0,intervention,intervention,EXPERIMENTAL,Pembrolizumab,1.0,confident_2arm,2,2,False
PMID 35403841 a_Summary_SoE.pdf,NCT02998528,0,Arm B (Platinum-Doublet Chemotherapy),12.0,control,control,ACTIVE_COMPARATOR,Platinum doublet chemotherapy,0.125,uncertain,3,3,False
PMID 35403841 a_Summary_SoE.pdf,NCT02998528,0,Arm A (Nivolumab plus Ipilimumab),9.0,intervention,intervention,EXPERIMENTAL,Nivolumab plus Ipilimumab,1.0,confident,3,3,False
PMID 35403841 a_Summary_SoE.pdf,NCT02998528,1,Arm C (Nivolumab plus Platinum-Doublet Chemotherapy),12.0,intervention,intervention,EXPERIMENTAL,Nivolumab plus platinum doublet chemotherapy,0.286,uncertain,3,3,False
PMID 35419607 CT_Summary_SoE.pdf,NCT02617589,0,RT + Temozolomide,50.0,control,control,ACTIVE_COMPARATOR,Temozolomide + Radiotherapy Arm,0.75,confident_2arm,2,2,False
PMID 35419607 CT_Summary_SoE.pdf,NCT02617589,0,RT + Nivolumab,51.0,intervention,intervention,EXPERIMENTAL,Nivolumab + Radiotherapy Arm,0.75,confident_2arm,2,2,False
PMID 35427471 CT_Summary_SoE.pdf,NCT02563002,0,Arm 2: Standard of Care (SOC) Chemotherapy,27.0,control,control,ACTIVE_COMPARATOR,Standard of Care (SOC),0.5,confident_2arm,2,2,False
PMID 35427471 CT_Summary_SoE.pdf,NCT02563002,0,Arm 1: Pembrolizumab (MK-3475),18.0,intervention,intervention,EXPERIMENTAL,Pembrolizumab,1.0,confident_2arm,2,2,False
PMID 35442766 a_Summary_SoE.pdf,NCT03430843,0,Arm B (Investigator-Chosen Chemotherapy),22.0,control,control,ACTIVE_COMPARATOR,Investigator chosen chemotherapy (ICC),0.5,confident_2arm,2,2,False
PMID 35442766 a_Summary_SoE.pdf,NCT03430843,0,Arm A (Tislelizumab),22.0,intervention,intervention,EXPERIMENTAL,Tislelizumab,1.0,confident_2arm,2,2,False
PMID 35443108 a_Summary_SoE.pdf,NCT03173248,0,Arm B (Placebo + Azacitidine),98.0,control,control,PLACEBO_COMPARATOR,Placebo + Azacitidine,1.0,confident_2arm,2,2,False
PMID 35443108 a_Summary_SoE.pdf,NCT03173248,0,Arm A (AG-120 + Azacitidine),98.0,intervention,intervention,EXPERIMENTAL,AG-120 + Azacitidine,1.0,confident_2arm,2,2,False
PMID 35446628 a_Summary_SoE.pdf,NCT01809691,0,Arm 2 (ADT + Bicalutamide),7.0,control,control,ACTIVE_COMPARATOR,ADT + Bicalutamide,1.0,confident_2arm,2,2,False
PMID 35446628 a_Summary_SoE.pdf,NCT01809691,0,Arm 1 (ADT + TAK-700),7.0,intervention,intervention,EXPERIMENTAL,ADT + TAK-700,0.7,confident_2arm,2,2,False
PMID 35511454 CT_Summary_SoE.pdf,NCT02667587,0,Arm B (RT + TMZ + Placebo),61.0,control,control,PLACEBO_COMPARATOR,Nivolumab placebo + Temozolomide + Radiotherapy,0.5,confident_2arm,2,2,False
