filename,pmid,arm_name,pubmed_designation,evidence,abstract_states_roles,design_summary
PMID 31361535 a_Summary_SoE.pdf,31361535,Arm A (Bevacizumab Maintenance),control,"The primary end point was overall survival, with bevacizumab serving as the control group",True,"Pemetrexed, bevacizumab, or combination maintenance in nonsquamous NSCLC (bevacizumab control)"
PMID 31361535 a_Summary_SoE.pdf,31361535,Arm B (Pemetrexed Maintenance),intervention,"randomly assigned to maintenance therapy with bevacizumab, pemetrexed, or a combination of the two agents",True,"Pemetrexed, bevacizumab, or combination maintenance in nonsquamous NSCLC (bevacizumab control)"
PMID 31361535 a_Summary_SoE.pdf,31361535,Arm C (Bevacizumab + Pemetrexed Maintenance),intervention,"randomly assigned to maintenance therapy with bevacizumab, pemetrexed, or a combination of the two agents",True,"Pemetrexed, bevacizumab, or combination maintenance in nonsquamous NSCLC (bevacizumab control)"
PMID 31399378 CT_Summary_SoE.pdf,31399378,Placebo,control,"a two-arm, randomised, double-blind, phase 3 trial",True,Inactivated varicella-zoster virus vaccine vs placebo in immunocompromised cancer patients
PMID 31399378 CT_Summary_SoE.pdf,31399378,V212 (Inactivated Varicella-Zoster Virus Vaccine),intervention,investigate the efficacy and safety of an inactivated varicella zoster virus (VZV) vaccine for herpes zoster prevention,True,Inactivated varicella-zoster virus vaccine vs placebo in immunocompromised cancer patients
PMID 31454045 a_Summary_SoE.pdf,31454045,Regimen A (Single Myeloablative Consolidation),control,To determine if tandem autologous transplant improves event-free survival (EFS) compared with single transplant,True,Tandem vs single autologous stem cell transplant in high-risk neuroblastoma
PMID 31454045 a_Summary_SoE.pdf,31454045,Regimen B (Tandem Myeloablative Consolidation),intervention,To determine if tandem autologous transplant improves event-free survival (EFS) compared with single transplant,True,Tandem vs single autologous stem cell transplant in high-risk neuroblastoma
PMID 31486832 a_Summary_SoE.pdf,31486832,Arm B (Sorafenib alone),control,9.4 months ... in the sorafenib alone arm,True,Doxorubicin added to sorafenib vs sorafenib alone in advanced hepatocellular carcinoma
PMID 31486832 a_Summary_SoE.pdf,31486832,Arm A (Sorafenib plus Doxorubicin),intervention,To determine if doxorubicin added to sorafenib therapy improves OS,True,Doxorubicin added to sorafenib vs sorafenib alone in advanced hepatocellular carcinoma
PMID 31582355 a_Summary_SoE.pdf,31582355,Arm B (Control - Paclitaxel),control,or investigator's choice of chemotherapy (paclitaxel 100 mg/m2 ... or docetaxel 75 mg/m2),True,Nivolumab vs investigator's-choice chemotherapy in advanced oesophageal squamous cell carcinoma
PMID 31582355 a_Summary_SoE.pdf,31582355,Paclitaxel,control,or investigator's choice of chemotherapy (paclitaxel 100 mg/m2 ... or docetaxel 75 mg/m2),True,Nivolumab vs investigator's-choice chemotherapy in advanced oesophageal squamous cell carcinoma
PMID 31582355 a_Summary_SoE.pdf,31582355,Arm A (ONO-4538 / Nivolumab),intervention,overall survival was significantly improved in the nivolumab group compared with the chemotherapy group,True,Nivolumab vs investigator's-choice chemotherapy in advanced oesophageal squamous cell carcinoma
PMID 31590988 a_Summary_SoE.pdf,31590988,EP alone,control,durvalumab plus tremelimumab plus platinum-etoposide; or platinum-etoposide alone,True,Durvalumab +/- tremelimumab plus platinum-etoposide vs platinum-etoposide in ES-SCLC
PMID 31590988 a_Summary_SoE.pdf,31590988,Durvalumab + platinum-etoposide (EP),intervention,"The CASPIAN trial assessed durvalumab, with or without tremelimumab, in combination with etoposide plus either cisplatin or carboplatin",True,Durvalumab +/- tremelimumab plus platinum-etoposide vs platinum-etoposide in ES-SCLC
PMID 31590988 a_Summary_SoE.pdf,31590988,Durvalumab + tremelimumab + EP,intervention,"The CASPIAN trial assessed durvalumab, with or without tremelimumab, in combination with etoposide plus either cisplatin or carboplatin",True,Durvalumab +/- tremelimumab plus platinum-etoposide vs platinum-etoposide in ES-SCLC
PMID 31591063 CT a_Summary_SoE.pdf,31591063,Arm B (Erlotinib + Placebo),control,oral erlotinib (150 mg/day) plus either intravenous ramucirumab (10 mg/kg) or matching placebo,True,Ramucirumab plus erlotinib vs placebo plus erlotinib in EGFR-mutated NSCLC
PMID 31591063 CT a_Summary_SoE.pdf,31591063,Arm A (Erlotinib + Ramucirumab),intervention,progression-free survival was significantly longer in the ramucirumab plus erlotinib group ... than in the placebo plus erlotinib group,True,Ramucirumab plus erlotinib vs placebo plus erlotinib in EGFR-mutated NSCLC
PMID 31618129 a_Summary_SoE.pdf,31618129,Arm A (Platinum-doublet chemotherapy alone),control,a platinum-based chemotherapy doublet with or without bevacizumab,True,Platinum chemotherapy with or without bevacizumab in recurrent/metastatic head and neck cancer
PMID 31618129 a_Summary_SoE.pdf,31618129,Arm B (Platinum-doublet chemotherapy plus Bevacizumab),intervention,We evaluated the addition of bevacizumab ... to platinum-based chemotherapy,True,Platinum chemotherapy with or without bevacizumab in recurrent/metastatic head and neck cancer
PMID 31645288 CT_Summary_SoE.pdf,31645288,General Anesthesia and Opioid Analgesia,control,lower with regional anaesthesia-analgesia ... than with general anaesthesia with the volatile anaesthetic sevoflurane and opioid analgesia,True,Regional anaesthesia-analgesia vs general anaesthesia with opioids for breast cancer recurrence
PMID 31645288 CT_Summary_SoE.pdf,31645288,Regional Anesthesia and Analgesia,intervention,breast cancer recurrence after potentially curative surgery is lower with regional anaesthesia-analgesia using paravertebral blocks and the anaesthetic propofol,True,Regional anaesthesia-analgesia vs general anaesthesia with opioids for breast cancer recurrence
PMID 31647503 a_Summary_SoE.pdf,31647503,Arm B (Placebo + Trastuzumab + Docetaxel),control,"vs placebo, trastuzumab, and docetaxel in Asian patients",True,Pertuzumab added to trastuzumab-docetaxel vs placebo-trastuzumab-docetaxel in ERBB2+ breast cancer
PMID 31647503 a_Summary_SoE.pdf,31647503,Arm A (Pertuzumab + Trastuzumab + Docetaxel),intervention,"To compare the efficacy ... of adding pertuzumab to trastuzumab and docetaxel vs placebo, trastuzumab, and docetaxel",True,Pertuzumab added to trastuzumab-docetaxel vs placebo-trastuzumab-docetaxel in ERBB2+ breast cancer
PMID 31679945 a_Summary_SoE.pdf,31679945,Cetuximab + Platinum + 5-FU (Standard Treatment),control,or cetuximab plus a platinum and 5-fluorouracil (cetuximab with chemotherapy),True,Pembrolizumab alone or with chemo vs cetuximab-chemo standard in recurrent/metastatic HNSCC
PMID 31679945 a_Summary_SoE.pdf,31679945,Pembrolizumab Monotherapy,intervention,"randomly allocated (1:1:1) to pembrolizumab alone, pembrolizumab plus a platinum and 5-fluorouracil ... or cetuximab",True,Pembrolizumab alone or with chemo vs cetuximab-chemo standard in recurrent/metastatic HNSCC
PMID 31679945 a_Summary_SoE.pdf,31679945,Pembrolizumab + Platinum + 5-FU,intervention,Pembrolizumab alone or with chemotherapy versus cetuximab with chemotherapy,True,Pembrolizumab alone or with chemo vs cetuximab-chemo standard in recurrent/metastatic HNSCC
PMID 31693129 CT_Summary_SoE.pdf,31693129,Arm 2 (Clodronate),unresolved,,False,Head-to-head comparison of three adjuvant bisphosphonates in breast cancer (no designated control)
PMID 31693129 CT_Summary_SoE.pdf,31693129,Arm 1 (Zoledronic Acid),unresolved,,False,Head-to-head comparison of three adjuvant bisphosphonates in breast cancer (no designated control)
PMID 31693129 CT_Summary_SoE.pdf,31693129,Arm 3 (Ibandronate),unresolved,,False,Head-to-head comparison of three adjuvant bisphosphonates in breast cancer (no designated control)
PMID 31693129 CT_Summary_SoE.pdf,31693129,Arm 3 (Ibandronate),unresolved,,False,Head-to-head comparison of three adjuvant bisphosphonates in breast cancer (no designated control)
PMID 31820339 CT_Summary_SoE.pdf,31820339,Arm B (rituximab-EU / MabThera),control,versus rituximab reference product sourced from the EU (MabThera; rituximab-EU),True,Rituximab biosimilar PF-05280586 vs rituximab reference product (MabThera) in follicular lymphoma
PMID 31820339 CT_Summary_SoE.pdf,31820339,Arm A (PF-05280586 / rituximab-Pfizer),intervention,"evaluated the efficacy, safety, immunogenicity ... of PF-05280586 (Ruxience [a rituximab biosimilar]) versus rituximab reference product",True,Rituximab biosimilar PF-05280586 vs rituximab reference product (MabThera) in follicular lymphoma
PMID 31935026 a_Summary_SoE.pdf,31935026,Arm B (Control Group),control,"a control group, which received written information about diet and prostate cancer",True,Behavioral vegetable-intake intervention vs control in early-stage prostate cancer
PMID 31935026 a_Summary_SoE.pdf,31935026,Arm A (MEAL Program Intervention),intervention,a counseling behavioral intervention by telephone promoting consumption of 7 or more daily vegetable servings (MEAL intervention),True,Behavioral vegetable-intake intervention vs control in early-stage prostate cancer
PMID 32010577 a_Summary_SoE.pdf,32010577,Bevacizumab + Paclitaxel/Carboplatin,control,randomized (1:1) into IBI305 or bevacizumab groups,True,Bevacizumab biosimilar IBI305 vs bevacizumab plus paclitaxel/carboplatin in nonsquamous NSCLC
PMID 32010577 a_Summary_SoE.pdf,32010577,IBI305 + Paclitaxel/Carboplatin,intervention,Biosimilar candidate IBI305 plus paclitaxel/carboplatin for the treatment of non-squamous non-small cell lung cancer,True,Bevacizumab biosimilar IBI305 vs bevacizumab plus paclitaxel/carboplatin in nonsquamous NSCLC
PMID 32031887 CT_Summary_SoE.pdf,32031887,Arm 2 (Standard Oncology Care),control,or usual oncology care (n = 196) at sites through the Alliance for Clinical Trials in Oncology,True,Early integrated palliative and oncology care vs usual oncology care in advanced cancer
PMID 32031887 CT_Summary_SoE.pdf,32031887,Arm 1 (Early Palliative Care),intervention,We randomly assigned patients ... to early integrated palliative and oncology care (n = 195) or usual oncology care,True,Early integrated palliative and oncology care vs usual oncology care in advanced cancer
PMID 32058845 a_Summary_SoE.pdf,32058845,Arm 1 (WBRT + Memantine),control,Risk of cognitive failure was significantly lower after HA-WBRT plus memantine versus WBRT plus memantine,True,Hippocampal-avoidance WBRT plus memantine vs WBRT plus memantine for brain metastases
PMID 32058845 a_Summary_SoE.pdf,32058845,Arm 2 (HA-WBRT + Memantine),intervention,Hippocampal avoidance (HA) using intensity-modulated radiotherapy during whole-brain radiotherapy (WBRT) is hypothesized to preserve cognition,True,Hippocampal-avoidance WBRT plus memantine vs WBRT plus memantine for brain metastases
PMID 32145827 a_Summary_SoE.pdf,32145827,Arm 1C (Paclitaxel plus ART),control,"or intravenous paclitaxel (the control arm), together with antiretroviral therapy (ART)",True,Oral etoposide or bleomycin-vincristine (investigational) vs paclitaxel control for AIDS-associated Kaposi sarcoma
PMID 32145827 a_Summary_SoE.pdf,32145827,Etoposide plus ART (ET+ART),intervention,either intravenous bleomycin and vincristine or oral etoposide (the investigational arms),True,Oral etoposide or bleomycin-vincristine (investigational) vs paclitaxel control for AIDS-associated Kaposi sarcoma
PMID 32145827 a_Summary_SoE.pdf,32145827,Arm 1A (Etoposide plus ART),intervention,either intravenous bleomycin and vincristine or oral etoposide (the investigational arms),True,Oral etoposide or bleomycin-vincristine (investigational) vs paclitaxel control for AIDS-associated Kaposi sarcoma
PMID 32145827 a_Summary_SoE.pdf,32145827,Arm 1B (Bleomycin and vincristine plus ART),intervention,either intravenous bleomycin and vincristine or oral etoposide (the investigational arms),True,Oral etoposide or bleomycin-vincristine (investigational) vs paclitaxel control for AIDS-associated Kaposi sarcoma
PMID 32201234 a_Summary_SoE.pdf,32201234,Arm 4: Standard of Care (SoC),control,assessed durvalumab ± tremelimumab versus standard of care (SoC) as ≥ third-line treatment of mNSCLC,True,Durvalumab +/- tremelimumab vs standard of care in metastatic NSCLC
PMID 32201234 a_Summary_SoE.pdf,32201234,Arm 3: Tremelimumab Monotherapy,intervention,assessed durvalumab ± tremelimumab versus standard of care (SoC),True,Durvalumab +/- tremelimumab vs standard of care in metastatic NSCLC
PMID 32201234 a_Summary_SoE.pdf,32201234,Arm 2: Durvalumab + Tremelimumab,intervention,durvalumab + tremelimumab versus SoC (study B),True,Durvalumab +/- tremelimumab vs standard of care in metastatic NSCLC
PMID 32201234 a_Summary_SoE.pdf,32201234,Arm 1: Durvalumab Monotherapy,intervention,durvalumab demonstrated clinically meaningful improvements in OS and PFS versus SoC,True,Durvalumab +/- tremelimumab vs standard of care in metastatic NSCLC
PMID 32213342 a_Summary_SoE.pdf,32213342,Arm B (Dara-IV),control,we tested the non-inferiority of subcutaneous daratumumab to intravenous daratumumab,True,Subcutaneous vs intravenous daratumumab non-inferiority in relapsed/refractory myeloma
PMID 32213342 a_Summary_SoE.pdf,32213342,Arm A (Dara-SC),intervention,Subcutaneous daratumumab is thought to be easier to administer ... we tested the non-inferiority of subcutaneous daratumumab,True,Subcutaneous vs intravenous daratumumab non-inferiority in relapsed/refractory myeloma
PMID 32271377 a_Summary_SoE.pdf,32271377,Standard of Care (SoC) Platinum-Based Chemotherapy,control,"To compare durvalumab, with or without tremelimumab, with chemotherapy as a first-line treatment",True,Durvalumab +/- tremelimumab vs chemotherapy first-line metastatic NSCLC
PMID 32271377 a_Summary_SoE.pdf,32271377,MEDI4736 + tremelimumab combination therapy,intervention,OS and progression-free survival (PFS) for durvalumab plus tremelimumab vs chemotherapy,True,Durvalumab +/- tremelimumab vs chemotherapy first-line metastatic NSCLC
PMID 32271377 a_Summary_SoE.pdf,32271377,MEDI4736 monotherapy,intervention,overall survival (OS) for durvalumab vs chemotherapy,True,Durvalumab +/- tremelimumab vs chemotherapy first-line metastatic NSCLC
PMID 32294530 CT_Summary_SoE.pdf,32294530,Standard of Care (SoC),control,durvalumab ... or durvalumab plus tremelimumab ... versus standard of care (SoC) in R/M HNSCC patients,True,Durvalumab +/- tremelimumab vs standard of care in recurrent/metastatic HNSCC
PMID 32294530 CT_Summary_SoE.pdf,32294530,MEDI4736 Monotherapy (Durvalumab),intervention,The primary end points were overall survival (OS) for durvalumab versus SoC,True,Durvalumab +/- tremelimumab vs standard of care in recurrent/metastatic HNSCC
PMID 32294530 CT_Summary_SoE.pdf,32294530,MEDI4736 + Tremelimumab Combination,intervention,OS for durvalumab plus tremelimumab versus SoC,True,Durvalumab +/- tremelimumab vs standard of care in recurrent/metastatic HNSCC
PMID 32372176 CT_Summary_SoE.pdf,32372176,Arm B (Placebo Topical Gel),control,randomized to receive either a topical testosterone gel or a placebo gel,True,Testosterone vs placebo (gel and pellet) for aromatase inhibitor arthralgias
PMID 32372176 CT_Summary_SoE.pdf,32372176,Arm D (Placebo Subcutaneous Pellet),control,randomly allocated to receive either a subcutaneous testosterone pellet versus a placebo pellet,True,Testosterone vs placebo (gel and pellet) for aromatase inhibitor arthralgias
PMID 32372176 CT_Summary_SoE.pdf,32372176,Arm A (Testosterone Topical Gel),intervention,To evaluate the efficacy of testosterone supplementation ... a topical testosterone gel or a placebo gel,True,Testosterone vs placebo (gel and pellet) for aromatase inhibitor arthralgias
PMID 32372176 CT_Summary_SoE.pdf,32372176,Arm C (Testosterone Subcutaneous Pellet),intervention,a subcutaneous testosterone pellet versus a placebo pellet,True,Testosterone vs placebo (gel and pellet) for aromatase inhibitor arthralgias
PMID 32416072 CT a_Summary_SoE.pdf,32416072,Arm B (Placebo),control,randomly assigned (2:1) ... to oral ivosidenib 500 mg or matched placebo once daily,True,Ivosidenib vs placebo in IDH1-mutant cholangiocarcinoma
PMID 32416072 CT a_Summary_SoE.pdf,32416072,Arm A (AG-120 / Ivosidenib),intervention,to assess the efficacy and safety of ivosidenib (AG-120)-a small-molecule targeted inhibitor of mutated IDH1,True,Ivosidenib vs placebo in IDH1-mutant cholangiocarcinoma
PMID 32416073 CT_Summary_SoE.pdf,32416073,Control Arm (Docetaxel),control,camrelizumab ... or chemotherapy with docetaxel (75 mg/m2 every 3 weeks) or irinotecan,True,Camrelizumab vs investigator's choice chemotherapy in advanced esophageal SCC
PMID 32416073 CT_Summary_SoE.pdf,32416073,Control Arm (Irinotecan),control,chemotherapy with docetaxel ... or irinotecan (180 mg/m2 every 2 weeks),True,Camrelizumab vs investigator's choice chemotherapy in advanced esophageal SCC
PMID 32416073 CT_Summary_SoE.pdf,32416073,Investigational Arm (SHR-1210),intervention,the anti-PD-1 antibody camrelizumab versus investigator's choice of chemotherapy in previously treated patients,True,Camrelizumab vs investigator's choice chemotherapy in advanced esophageal SCC
PMID 32459600 a_Summary_SoE.pdf,32459600,Arm B (Idelalisib plus Rituximab),control,Patients received acalabrutinib monotherapy or investigator's choice (idelalisib plus rituximab [I-R] or bendamustine plus rituximab [B-R]),True,Acalabrutinib vs investigator's choice (idelalisib+rituximab or bendamustine+rituximab) in R/R CLL
PMID 32459600 a_Summary_SoE.pdf,32459600,Arm B (Bendamustine plus Rituximab),control,investigator's choice (idelalisib plus rituximab [I-R] or bendamustine plus rituximab [B-R]),True,Acalabrutinib vs investigator's choice (idelalisib+rituximab or bendamustine+rituximab) in R/R CLL
PMID 32459600 a_Summary_SoE.pdf,32459600,Arm A (Acalabrutinib monotherapy),intervention,Acalabrutinib significantly improved PFS compared with I-R or B-R,True,Acalabrutinib vs investigator's choice (idelalisib+rituximab or bendamustine+rituximab) in R/R CLL
PMID 32460997 CT_Summary_SoE.pdf,32460997,Regimen 1 (IV pulse actinomycin-D),control,The control arm was ACT-D; the experimental arm was multi-day MTX regimen,True,Multi-day methotrexate vs pulse actinomycin-D in low-risk GTN
PMID 32460997 CT_Summary_SoE.pdf,32460997,Regimen 2 (IV methotrexate 5-day),intervention,the experimental arm was multi-day MTX regimen (institutional preference of 5 or 8 day),True,Multi-day methotrexate vs pulse actinomycin-D in low-risk GTN
PMID 32460997 CT_Summary_SoE.pdf,32460997,Regimen 2: IV Methotrexate (5-day regimen),intervention,the experimental arm was multi-day MTX regimen (institutional preference of 5 or 8 day),True,Multi-day methotrexate vs pulse actinomycin-D in low-risk GTN
PMID 32496902 a_Summary_SoE.pdf,32496902,Very High Risk (VHR) B-ALL (Control Arm),unresolved,,False,Intrathecal triple therapy vs intrathecal methotrexate in high-risk B-ALL (arm labels not described in abstract)
PMID 32496902 a_Summary_SoE.pdf,32496902,Very High Risk (VHR) B-ALL - Control Arm,unresolved,,False,Intrathecal triple therapy vs intrathecal methotrexate in high-risk B-ALL (arm labels not described in abstract)
PMID 32496902 a_Summary_SoE.pdf,32496902,High Risk (HR) B-ALL (Arm A/B),unresolved,,False,Intrathecal triple therapy vs intrathecal methotrexate in high-risk B-ALL (arm labels not described in abstract)
PMID 32496902 a_Summary_SoE.pdf,32496902,Ph-like Dasatinib Arm,unresolved,,False,Intrathecal triple therapy vs intrathecal methotrexate in high-risk B-ALL (arm labels not described in abstract)
PMID 32496902 a_Summary_SoE.pdf,32496902,Down Syndrome (DS) HR B-ALL,unresolved,,False,Intrathecal triple therapy vs intrathecal methotrexate in high-risk B-ALL (arm labels not described in abstract)
PMID 32496902 a_Summary_SoE.pdf,32496902,Down Syndrome HR B-ALL Arm,unresolved,,False,Intrathecal triple therapy vs intrathecal methotrexate in high-risk B-ALL (arm labels not described in abstract)
PMID 32534646 CT_Summary_SoE.pdf,32534646,Arm A (Placebo + Cobimetinib + Vemurafenib),control,"atezolizumab placebo, vemurafenib, and cobimetinib (control group)",True,Atezolizumab vs placebo added to vemurafenib+cobimetinib in BRAFV600 melanoma
PMID 32534646 CT_Summary_SoE.pdf,32534646,Arm B (Atezolizumab + Cobimetinib + Vemurafenib),intervention,progression-free survival ... significantly prolonged with atezolizumab versus control,True,Atezolizumab vs placebo added to vemurafenib+cobimetinib in BRAFV600 melanoma
PMID 32786187 a_Summary_SoE.pdf,32786187,Arm B (Placebo plus Azacitidine),control,the azacitidine-placebo [control] group,True,Venetoclax vs placebo added to azacitidine in untreated AML
PMID 32786187 a_Summary_SoE.pdf,32786187,Arm A (Venetoclax plus Azacitidine),intervention,azacitidine plus either venetoclax or placebo ... median overall survival was 14.7 months in the azacitidine-venetoclax group,True,Venetoclax vs placebo added to azacitidine in untreated AML
PMID 32813610 a_Summary_SoE.pdf,32813610,Arm A (Capizzi MTX - Control),control,5-year disease-free survival (DFS) rates for patients ... randomly assigned to nelarabine (n = 323) and no nelarabine,True,2x2 nelarabine vs no nelarabine and Capizzi MTX vs high-dose MTX in newly diagnosed T-ALL
PMID 32813610 a_Summary_SoE.pdf,32813610,Arm C (High Dose MTX),control,patients ... randomly assigned to nelarabine ... and no nelarabine (n = 336),True,2x2 nelarabine vs no nelarabine and Capizzi MTX vs high-dose MTX in newly diagnosed T-ALL
PMID 32813610 a_Summary_SoE.pdf,32813610,Arm B (Capizzi MTX + Nelarabine),intervention,addition of nelarabine to ABFM therapy improved DFS for children and young adults with newly diagnosed T-ALL,True,2x2 nelarabine vs no nelarabine and Capizzi MTX vs high-dose MTX in newly diagnosed T-ALL
PMID 32813610 a_Summary_SoE.pdf,32813610,Arm D (High Dose MTX + Nelarabine),intervention,"Patients treated with the best-performing arm, C-MTX plus nelarabine ... addition of nelarabine ... improved DFS",True,2x2 nelarabine vs no nelarabine and Capizzi MTX vs high-dose MTX in newly diagnosed T-ALL
PMID 32822286 a_Summary_SoE.pdf,32822286,Physician's Choice: Liposomal Doxorubicin,control,randomized study of binimetinib (45 mg twice daily) versus physician's choice chemotherapy (PCC),True,Binimetinib vs physician's choice chemotherapy in low-grade serous ovarian carcinoma
PMID 32822286 a_Summary_SoE.pdf,32822286,Physician's Choice: Paclitaxel,control,binimetinib ... versus physician's choice chemotherapy (PCC),True,Binimetinib vs physician's choice chemotherapy in low-grade serous ovarian carcinoma
PMID 32822286 a_Summary_SoE.pdf,32822286,Physician's Choice: Topotecan,control,binimetinib ... versus physician's choice chemotherapy (PCC),True,Binimetinib vs physician's choice chemotherapy in low-grade serous ovarian carcinoma
PMID 32822286 a_Summary_SoE.pdf,32822286,MEK162 (Binimetinib),intervention,"to evaluate binimetinib, a potent MEK1/2 inhibitor with demonstrated activity across multiple cancers, in LGSOC",True,Binimetinib vs physician's choice chemotherapy in low-grade serous ovarian carcinoma
PMID 32880601a_Summary_SoE.pdf,32880601,Arm 3 (Placebo + Chemotherapy),control,"pembrolizumab plus chemotherapy ... or chemotherapy plus placebo, every 3 weeks",True,Pembrolizumab or pembrolizumab+chemotherapy vs chemotherapy alone in advanced gastric cancer
PMID 32880601a_Summary_SoE.pdf,32880601,Arm 1 (Pembrolizumab Monotherapy),intervention,pembrolizumab was noninferior to chemotherapy for OS in patients with CPS of 1 or greater,True,Pembrolizumab or pembrolizumab+chemotherapy vs chemotherapy alone in advanced gastric cancer
PMID 32880601a_Summary_SoE.pdf,32880601,Arm 2 (Pembrolizumab + Chemotherapy),intervention,Pembrolizumab plus chemotherapy was not superior to chemotherapy for OS,True,Pembrolizumab or pembrolizumab+chemotherapy vs chemotherapy alone in advanced gastric cancer
PMID 32945632 a_Summary_SoE.pdf,32945632,Arm B (Best Supportive Care Alone),control,the addition of maintenance avelumab to best supportive care significantly prolonged overall survival as compared with best supportive care alone (control),True,Maintenance avelumab plus best supportive care vs best supportive care alone in urothelial carcinoma
PMID 32945632 a_Summary_SoE.pdf,32945632,Arm A (Avelumab + Best Supportive Care),intervention,Maintenance avelumab plus best supportive care significantly prolonged overall survival,True,Maintenance avelumab plus best supportive care vs best supportive care alone in urothelial carcinoma
PMID 32971005 CT_Summary_SoE.pdf,32971005,Standard of Care (SoC) - Cisplatin + Gemcitabine,control,durvalumab ... with or without tremelimumab ... as a first-line treatment for metastatic urothelial carcinoma [vs chemotherapy],True,Durvalumab +/- tremelimumab vs chemotherapy first-line metastatic urothelial carcinoma
PMID 32971005 CT_Summary_SoE.pdf,32971005,"Standard of Care (Cisplatin + Gemcitabine, 28-day cycle)",control,"durvalumab (a PD-L1 inhibitor), with or without tremelimumab ... versus chemotherapy",True,Durvalumab +/- tremelimumab vs chemotherapy first-line metastatic urothelial carcinoma
PMID 32971005 CT_Summary_SoE.pdf,32971005,MEDI4736 + tremelimumab combination therapy,intervention,"durvalumab (a PD-L1 inhibitor), with or without tremelimumab (a CTLA-4 inhibitor), as a first-line treatment",True,Durvalumab +/- tremelimumab vs chemotherapy first-line metastatic urothelial carcinoma
PMID 32971005 CT_Summary_SoE.pdf,32971005,MEDI4736 monotherapy,intervention,We randomly assigned patients (1:1:1) to receive durvalumab monotherapy (1500 mg),True,Durvalumab +/- tremelimumab vs chemotherapy first-line metastatic urothelial carcinoma
PMID 32997907 a_Summary_SoE.pdf,32997907,Arm B (Platinum-based Chemotherapy),control,"atezolizumab, as compared with those of platinum-based chemotherapy, as first-line treatment",True,Atezolizumab vs platinum-based chemotherapy first-line PD-L1-selected NSCLC
PMID 32997907 a_Summary_SoE.pdf,32997907,Platinum-based Chemotherapy - Squamous (Control),control,Patients were assigned in a 1:1 ratio to receive atezolizumab or chemotherapy,True,Atezolizumab vs platinum-based chemotherapy first-line PD-L1-selected NSCLC
PMID 32997907 a_Summary_SoE.pdf,32997907,Arm A (Atezolizumab),intervention,Atezolizumab treatment resulted in significantly longer overall survival than platinum-based chemotherapy,True,Atezolizumab vs platinum-based chemotherapy first-line PD-L1-selected NSCLC
PMID 33010094 CT_Summary_SoE.pdf,33010094,Arm 2 (Placebo Homeopathic Treatment),control,evaluated the possible effects of additive homeopathic treatment compared with placebo,True,Additive homeopathy vs placebo vs untreated control in stage IV NSCLC (retracted)
PMID 33010094 CT_Summary_SoE.pdf,33010094,Arm 3 (Standard Care Control),control,52 control patients without any homeopathic treatment were observed for survival only,True,Additive homeopathy vs placebo vs untreated control in stage IV NSCLC (retracted)
PMID 33010094 CT_Summary_SoE.pdf,33010094,Arm 1 (Verum Homeopathic Treatment),intervention,received either individualized homeopathic remedies (n = 51) or placebo ... QoL improved significantly in the homeopathy group,True,Additive homeopathy vs placebo vs untreated control in stage IV NSCLC (retracted)
PMID 33010094 CT_Summary_SoE.pdf,33010094,Arm 2 (Placebo Homeopathic Treatment),control,additive homeopathic treatment compared with placebo in patients with stage IV NSCLC,True,Additive homeopathy vs placebo vs untreated control in stage IV NSCLC (retracted)
PMID 33026938 CT_Summary_SoE.pdf,33026938,Docetaxel,control,"pembrolizumab ... or chemotherapy (investigator's choice of paclitaxel, docetaxel, or irinotecan)",True,Pembrolizumab vs investigator's choice chemotherapy second-line advanced esophageal cancer
PMID 33026938 CT_Summary_SoE.pdf,33026938,Irinotecan,control,"chemotherapy (investigator's choice of paclitaxel, docetaxel, or irinotecan)",True,Pembrolizumab vs investigator's choice chemotherapy second-line advanced esophageal cancer
PMID 33026938 CT_Summary_SoE.pdf,33026938,Paclitaxel,control,"chemotherapy (investigator's choice of paclitaxel, docetaxel, or irinotecan)",True,Pembrolizumab vs investigator's choice chemotherapy second-line advanced esophageal cancer
PMID 33026938 CT_Summary_SoE.pdf,33026938,Pembrolizumab (MK-3475),intervention,Pembrolizumab prolonged OS versus chemotherapy as second-line therapy for advanced esophageal cancer,True,Pembrolizumab vs investigator's choice chemotherapy second-line advanced esophageal cancer
PMID 33078978 a_Summary_SoE.pdf,33078978,Regimen II (Carboplatin/Paclitaxel),intervention,The Gynecologic Oncology Group studied carboplatin plus paclitaxel (TC) as a noninferior alternative to TAP,True,Carboplatin+paclitaxel (TC) as noninferior alternative to doxorubicin+cisplatin+paclitaxel (TAP) in advanced endometrial cancer
PMID 33078978 a_Summary_SoE.pdf,33078978,Regimen II (Carboplatin/Paclitaxel),intervention,studied carboplatin plus paclitaxel (TC) as a noninferior alternative to TAP,True,Carboplatin+paclitaxel (TC) as noninferior alternative to doxorubicin+cisplatin+paclitaxel (TAP) in advanced endometrial cancer
PMID 33078978 a_Summary_SoE.pdf,33078978,Regimen I (Doxorubicin/Cisplatin/Paclitaxel + G-CSF),control,carboplatin plus paclitaxel (TC) as a noninferior alternative to TAP [paclitaxel-doxorubicin-cisplatin],True,Carboplatin+paclitaxel (TC) as noninferior alternative to doxorubicin+cisplatin+paclitaxel (TAP) in advanced endometrial cancer
